sale_id,date,make,model,year,body_style,color,mileage,condition,price,sale_price,customer_id,customer_name,dealer_name,city,state,payment_type,financing_bank
289,2024-09-21,Volkswagen,Jetta,2025,SUV,Silver,51802,Certified Pre-Owned,33653.99,33389.04,CUST0289,Craig Jones,Todd-Greene Auto,Gonzalezville,MI,Lease,LightStream
290,2024-11-08,Chevrolet,Tahoe,2021,SUV,Blue,27054,Fair,20775.12,20512.17,CUST0290,Regina Santana,Walls LLC Auto,West Jenniferhaven,MI,Financing,Wells Fargo
291,2025-04-27,Nissan,Rogue,2018,Hatchback,Black,40695,Good,43890.74,42675.11,CUST0291,Eddie James,Webb-Costa Auto,North Amanda,IL,Financing,US Bank
292,2024-10-22,Tesla,Model 3,2019,Truck,Green,23043,Fair,53591.49,52424.5,CUST0292,Kenneth Oliver,"Carter, Jackson and Johnston Auto",South Susan,IL,Lease,Citi
293,2024-10-16,Hyundai,Elantra,2022,Coupe,Beige,9759,Good,15412.25,15084.51,CUST0293,Kenneth King,"Pham, Phillips and Meyer Auto",West Shirley,OH,Financing,Citi
294,2024-06-14,Nissan,Rogue,2024,Sedan,Red,14392,Certified Pre-Owned,49316.26,46864.11,CUST0294,Antonio Fisher,"Martinez, Hughes and Myers Auto",Cookshire,MI,Cash,Ally Financial
295,2024-09-24,Toyota,RAV4,2019,Hatchback,Green,59366,Excellent,66369.99,66163.24,CUST0295,Brenda Williams,Haynes-Hull Auto,Fowlerstad,FL,Cash,LightStream
296,2024-06-07,BMW,3 Series,2019,Coupe,Green,10115,Fair,32802.77,32521.77,CUST0296,Scott Williamson,"Gardner, Keller and Cole Auto",Aaronton,AZ,Financing,Capital One
297,2024-01-04,Subaru,Outback,2025,Hatchback,Red,7155,Excellent,59609.3,59001.88,CUST0297,Brian Sweeney,"Doyle, Mcmillan and Jenkins Auto",Maryside,IL,Cash,US Bank
298,2024-02-23,Toyota,Camry,2019,Truck,Beige,49609,Fair,15065.58,14451.94,CUST0298,Amy Rodriguez,"Pham, Kennedy and Blake Auto",Gouldland,IL,Financing,Ally Financial
299,2025-04-03,Mercedes,C-Class,2024,Hatchback,Silver,77063,Good,38578.97,37533.44,CUST0299,Brittany Mckinney,Palmer and Sons Auto,East Williamburgh,PA,Financing,US Bank
300,2025-05-21,Toyota,RAV4,2018,Convertible,White,19908,Fair,36941.55,35894.66,CUST0300,Elizabeth Willis,Allen Group Auto,East Paige,NY,Cash,Chase
301,2024-12-31,Kia,Sportage,2022,Sedan,Blue,63600,Good,72928.03,70835.82,CUST0301,Jeffrey Garcia,Taylor-Castillo Auto,Schmidtview,CA,Financing,Bank of America
302,2024-07-01,Tesla,Model Y,2024,SUV,White,42202,Certified Pre-Owned,76800.24,74244.39,CUST0302,Michael Mitchell,Miller-Mcclure Auto,Scottburgh,NY,Financing,Wells Fargo
303,2024-08-06,Hyundai,Elantra,2018,Hatchback,Green,19520,Excellent,76811.05,75694.76,CUST0303,Mark Robles,"Meyers, West and Figueroa Auto",West Cassandra,AZ,Cash,Chase
304,2024-09-08,Hyundai,Tucson,2024,Sedan,White,56600,Certified Pre-Owned,22243.1,22095.91,CUST0304,Tracey Harvey,"Weber, Stone and Burns Auto",Port Luis,GA,Cash,Capital One
305,2024-12-01,Kia,Sportage,2018,Sedan,Red,75521,Certified Pre-Owned,29316.49,29092.75,CUST0305,Jorge Gross,Gonzalez-Krause Auto,East Joan,CA,Financing,Bank of America
306,2024-05-28,Honda,Civic,2025,Coupe,Green,26572,Certified Pre-Owned,57699.77,56471.11,CUST0306,Aaron Black,"Wagner, Hall and Zimmerman Auto",Soniafort,TX,Lease,US Bank
307,2024-12-31,Mercedes,C-Class,2025,Hatchback,White,72024,Certified Pre-Owned,17098.17,17038.4,CUST0307,Carl Carpenter,Haynes Ltd Auto,Cardenasfurt,PA,Financing,Capital One
308,2025-04-28,Tesla,Model Y,2019,Sedan,Beige,70917,Good,71094.83,68071.79,CUST0308,Robert Tapia,Vargas Ltd Auto,Anthonyfurt,MI,Financing,LightStream
309,2024-10-14,Mercedes,E-Class,2020,Convertible,Green,69603,Fair,31637.74,30398.8,CUST0309,Robin Ross,Riddle-Clay Auto,Campbellchester,GA,Lease,Capital One
310,2024-07-17,Honda,CR-V,2025,Hatchback,Gray,1600,Good,79123.34,78809.21,CUST0310,Denise Torres,Elliott Inc Auto,East Michaelberg,CA,Lease,LightStream
311,2024-06-17,Toyota,RAV4,2023,Sedan,Black,25480,Fair,31727.33,31432.86,CUST0311,Shawn Duran,Alvarez-Anderson Auto,Christinaborough,NY,Financing,LightStream
312,2024-08-24,Honda,Accord,2019,Hatchback,Black,36310,Certified Pre-Owned,19266.37,18618.57,CUST0312,Shane Tran,"Bishop, Day and Medina Auto",Port Rodney,CA,Lease,Wells Fargo
313,2025-06-02,Hyundai,Elantra,2020,Truck,Black,31454,Certified Pre-Owned,76584.17,75635.82,CUST0313,Alyssa Henry,Howard-Ball Auto,East Joshuabury,PA,Cash,Capital One
314,2024-03-26,Tesla,Model 3,2023,Hatchback,Gray,13871,Good,18635.88,17963.64,CUST0314,Jeffrey Pierce,"Williams, Murphy and Clark Auto",Port Travisland,OH,Lease,Capital One
315,2024-11-20,Nissan,Altima,2021,Sedan,Black,47785,Good,45496.93,44447.51,CUST0315,Denise Cook,"Johnson, Mueller and Villa Auto",Matthewmouth,TX,Lease,Bank of America
316,2024-03-15,Volkswagen,Jetta,2021,Sedan,Blue,57684,Excellent,39778.47,38943.55,CUST0316,Steven Johnson,Barron-Miller Auto,Lake Ryan,AZ,Cash,US Bank
317,2024-11-02,Mercedes,C-Class,2022,Hatchback,Black,43071,Fair,33292.44,32063.48,CUST0317,Linda Curry,"Green, Summers and Scott Auto",Jennifershire,TX,Lease,Citi
318,2024-02-17,Kia,Sportage,2022,Hatchback,Black,21041,Excellent,74006.03,72135.58,CUST0318,Jeremy Washington,Ray-Burnett Auto,New Andrew,GA,Lease,Chase
319,2024-03-07,Toyota,Camry,2024,Convertible,Black,38207,Certified Pre-Owned,77218.95,73550.97,CUST0319,Paula Alvarado,Gordon-Wilkins Auto,Brandonhaven,IL,Cash,Capital One
320,2024-08-20,Nissan,Altima,2024,Coupe,Beige,19937,Excellent,71620.65,69431.71,CUST0320,Kristin Gomez,Phillips LLC Auto,West Amandabury,AZ,Financing,Wells Fargo
321,2024-01-03,Toyota,Camry,2024,Truck,Red,72662,Excellent,72757.45,70824.97,CUST0321,Dennis Ortiz,Garcia-Alvarez Auto,West Dawn,FL,Financing,Chase
322,2025-04-16,Ford,Explorer,2025,Hatchback,Beige,23152,Fair,46494.28,45760.05,CUST0322,Jean Rhodes,Stewart-Schneider Auto,Franklinview,IL,Cash,Chase
323,2024-08-17,Ford,F-150,2018,Sedan,Beige,45553,Certified Pre-Owned,27824.24,26941.52,CUST0323,Gary Bullock,Mayer Ltd Auto,Richardport,AZ,Lease,Capital One
324,2024-01-23,Honda,CR-V,2020,Coupe,Blue,13178,Certified Pre-Owned,59606.87,58446.84,CUST0324,Michael Mccarthy,Clark LLC Auto,Arthurton,AZ,Financing,Ally Financial
325,2024-09-21,Audi,Q5,2021,Sedan,White,17863,Excellent,26774.73,25921.82,CUST0325,John Gentry,Parker Group Auto,Greenshire,GA,Cash,Citi
326,2024-02-18,Ford,Explorer,2020,Hatchback,Beige,7191,Certified Pre-Owned,78915.19,76717.67,CUST0326,Karen Sharp,"Harper, Rogers and Aguilar Auto",Smithville,MI,Financing,US Bank
327,2024-12-06,Nissan,Rogue,2020,Hatchback,Red,34592,Fair,42471.88,40714.19,CUST0327,David Garcia,Perez Inc Auto,Katelynton,NY,Lease,US Bank
328,2024-10-10,Ford,Explorer,2020,Sedan,Black,41071,Excellent,20941.22,20441.34,CUST0328,Cody Arias,Hernandez Ltd Auto,Watkinshaven,OH,Financing,Capital One
329,2024-10-01,Kia,Sportage,2022,Sedan,Gray,71521,Fair,65613.99,64538.58,CUST0329,Sarah Rhodes,Tyler-Murphy Auto,Amymouth,OH,Financing,Citi
330,2024-01-03,Honda,CR-V,2021,Convertible,Beige,31747,Good,45585.9,43338.34,CUST0330,Brandon Lopez,Crawford PLC Auto,West Jennifer,TX,Financing,Ally Financial
331,2024-11-27,Honda,CR-V,2023,SUV,Blue,30766,Good,24727.48,24703.55,CUST0331,Mary Snow,Wolfe-Wiley Auto,Annaside,IL,Lease,Wells Fargo
332,2024-11-23,Honda,Civic,2021,Convertible,Green,42715,Certified Pre-Owned,51980.98,51455.14,CUST0332,Michelle Anderson,Reeves LLC Auto,Lindsaytown,GA,Cash,Chase
333,2024-05-26,Audi,A4,2021,Coupe,Blue,42689,Excellent,72621.18,70347.36,CUST0333,Melissa Bowen,Jimenez-Gonzalez Auto,Anthonychester,OH,Lease,Chase
334,2024-03-04,Chevrolet,Silverado,2020,Hatchback,Silver,68077,Certified Pre-Owned,54851.52,52911.44,CUST0334,Lance Duncan,Johnson-Briggs Auto,Guerreroport,GA,Cash,Ally Financial
335,2025-03-05,Subaru,Outback,2023,Hatchback,Beige,3053,Good,48901.87,48286.92,CUST0335,Daniel Wright,Callahan Ltd Auto,Annaville,GA,Cash,Ally Financial
336,2025-05-22,Audi,Q5,2025,Truck,Red,70581,Excellent,62056.66,60134.55,CUST0336,Sean Wood,Reynolds Group Auto,Mooreton,FL,Lease,Wells Fargo
337,2025-03-15,Mercedes,C-Class,2020,Coupe,Beige,48925,Excellent,64122.61,63920.88,CUST0337,Danielle Nelson,"Bradshaw, Sanchez and Mitchell Auto",Jasontown,CA,Cash,Bank of America
338,2024-05-04,BMW,3 Series,2021,Hatchback,White,28184,Certified Pre-Owned,70257.43,68978.43,CUST0338,Kenneth Campbell,Chan and Sons Auto,South Alexfort,IL,Cash,US Bank
339,2025-03-09,Mercedes,E-Class,2025,SUV,Beige,11763,Certified Pre-Owned,75116.76,74204.54,CUST0339,Melissa Kelly,Miller Ltd Auto,New Codyside,NY,Financing,LightStream
340,2024-09-29,Toyota,Camry,2018,SUV,Silver,70729,Fair,71012.13,69912.49,CUST0340,Gregory Ramsey,White-Porter Auto,Port Michael,AZ,Lease,Bank of America
341,2024-05-15,Tesla,Model 3,2020,Hatchback,Green,43266,Good,60789.55,59740.07,CUST0341,David Reynolds,"Johnson, Galloway and Stephenson Auto",Paultown,PA,Lease,Ally Financial
342,2025-04-10,Ford,Mustang,2025,Truck,Black,20779,Fair,66486.52,64455.09,CUST0342,Devin Hunter,"Thompson, Mclean and Adams Auto",Lake Amanda,OH,Financing,Wells Fargo
343,2024-11-08,Honda,CR-V,2020,Truck,Green,33605,Good,15781.61,15753.76,CUST0343,Johnny Bowen,Mccann-Cox Auto,Jenniferfurt,IL,Cash,Capital One
344,2025-03-21,Honda,Civic,2021,Sedan,Green,74750,Certified Pre-Owned,48657.44,47313.44,CUST0344,Jennifer Griffin,Mcbride Inc Auto,Dianaside,AZ,Lease,Citi
345,2024-02-18,Kia,Sportage,2022,Hatchback,Gray,67986,Certified Pre-Owned,37091.5,35305.43,CUST0345,Scott Whitney,Miller LLC Auto,New Jessica,FL,Lease,Wells Fargo
346,2025-06-21,Toyota,RAV4,2024,Sedan,Blue,24319,Certified Pre-Owned,24470.7,23959.52,CUST0346,Stephanie Bryant,Sloan-Lee Auto,East Julie,PA,Lease,Ally Financial
347,2025-01-22,Volkswagen,Jetta,2025,SUV,Green,24988,Excellent,66674.52,63693.54,CUST0347,Tina Clark,"Aguilar, Horton and White Auto",New Meganberg,CA,Financing,Capital One
348,2025-05-04,Kia,Sportage,2023,SUV,Red,4530,Certified Pre-Owned,57337.19,56335.25,CUST0348,Mr. Erik Harrison MD,Romero-Singh Auto,Barbaraside,AZ,Financing,US Bank
349,2024-06-03,Toyota,RAV4,2020,Hatchback,Green,4070,Excellent,28926.73,27723.54,CUST0349,Julie Castro,Butler PLC Auto,Julieburgh,MI,Cash,Bank of America
350,2025-04-29,Toyota,Camry,2025,SUV,Green,3364,Good,21465.05,21031.28,CUST0350,Stephen Cunningham IV,Brown PLC Auto,Susanmouth,NY,Financing,Chase
351,2024-06-22,Audi,Q5,2023,Truck,Blue,27449,Fair,78801.36,77470.98,CUST0351,Pamela Greer,Morgan-Carter Auto,Samanthaview,PA,Cash,Bank of America
352,2024-12-08,Tesla,Model Y,2021,Coupe,Green,27841,Certified Pre-Owned,26296.09,26110.55,CUST0352,Scott Ho,Hill LLC Auto,East Brianchester,MI,Cash,Bank of America
353,2024-03-18,Volkswagen,Jetta,2019,SUV,Blue,31547,Fair,59456.67,57983.04,CUST0353,Joe Dixon,Raymond-Wood Auto,North Joelton,CA,Lease,LightStream
354,2025-05-25,Hyundai,Tucson,2025,SUV,Black,72787,Fair,36414.26,35997.97,CUST0354,Travis Bowman,"Roberts, Soto and Mcintosh Auto",South Douglas,TX,Lease,Chase
355,2024-11-15,Toyota,RAV4,2025,Hatchback,Gray,13735,Excellent,33152.78,31770.53,CUST0355,Meghan Smith,"Booth, Edwards and French Auto",Mooremouth,TX,Cash,Capital One
356,2024-11-04,BMW,3 Series,2025,SUV,Gray,14010,Excellent,35096.02,33354.15,CUST0356,Oscar Smith,Moore LLC Auto,Lake Pamelastad,FL,Cash,LightStream
357,2024-04-04,Audi,Q5,2019,SUV,Gray,18422,Fair,44105.06,43556.38,CUST0357,Aaron Contreras,"Wagner, Martin and Grimes Auto",Pamelafort,PA,Financing,Bank of America
358,2024-11-20,Toyota,RAV4,2023,SUV,White,34303,Certified Pre-Owned,54717.16,52437.53,CUST0358,Jerry Salas,Chang-Thompson Auto,East Gabrielshire,TX,Financing,Ally Financial
359,2025-04-20,Honda,Accord,2025,Sedan,Red,29523,Excellent,25885.19,25103.77,CUST0359,Bryan Perkins,Cunningham Inc Auto,East Kyleburgh,TX,Cash,Chase
360,2024-03-14,Tesla,Model Y,2019,Truck,Black,29557,Good,44879.44,44113.82,CUST0360,Amy Schneider,Smith-Joyce Auto,Garciaside,GA,Lease,Wells Fargo
361,2024-02-02,Honda,Accord,2021,Hatchback,Beige,4192,Good,50309.21,47839.04,CUST0361,Joseph Lee,Martin-Miller Auto,Aprilville,FL,Cash,Bank of America
362,2024-10-28,Tesla,Model Y,2022,Coupe,Green,10795,Fair,15317.54,15214.59,CUST0362,John Thomas,Smith PLC Auto,Carpenterside,NY,Financing,Chase
363,2024-04-11,Mercedes,E-Class,2025,Hatchback,Blue,47770,Excellent,24283.67,23665.56,CUST0363,Robert Sandoval,Garner PLC Auto,Lawrenceborough,CA,Lease,Chase
364,2024-10-31,Mercedes,C-Class,2021,SUV,Gray,27106,Fair,59843.12,59506.26,CUST0364,Julie Hernandez,Goodwin and Sons Auto,North Dawnfurt,OH,Cash,Bank of America
365,2024-02-20,BMW,X5,2020,Sedan,Blue,75522,Excellent,42378.84,40949.53,CUST0365,Robert Harris,Oconnor PLC Auto,North Steven,IL,Financing,Bank of America
366,2025-01-05,Audi,A4,2021,Hatchback,Red,13172,Excellent,17307.21,17215.8,CUST0366,Danielle Roberts,"Barry, Wood and Jackson Auto",Port Kylefort,NY,Cash,Wells Fargo
367,2024-07-17,Toyota,Camry,2024,Truck,White,62620,Good,43803.46,41733.99,CUST0367,Kevin Walters,Rodriguez-Davis Auto,North Stevenmouth,IL,Cash,Citi
368,2024-10-22,Chevrolet,Tahoe,2024,SUV,Green,29528,Excellent,41966.76,40369.63,CUST0368,Kristin Torres,"Wells, Guerra and White Auto",South Williamville,MI,Financing,LightStream
369,2024-04-09,Ford,Explorer,2021,Convertible,White,1528,Fair,29383.53,28063.0,CUST0369,John Watts,"Robbins, James and Kim Auto",West Michael,CA,Lease,US Bank
370,2024-08-18,Honda,Civic,2024,Sedan,Black,40642,Fair,24204.84,23451.09,CUST0370,Austin Baker,Fleming LLC Auto,New Aaron,GA,Lease,Citi
371,2025-01-30,Nissan,Altima,2019,SUV,Blue,48518,Excellent,32419.35,31386.34,CUST0371,Jacqueline Jackson,Nguyen-Burton Auto,Morrisberg,OH,Lease,US Bank
372,2024-12-04,BMW,X5,2022,Hatchback,White,18408,Excellent,56784.14,54111.46,CUST0372,William Nelson,"Kelley, Ross and Simon Auto",East Angiechester,NY,Cash,Chase
373,2025-02-25,Honda,Civic,2024,Coupe,White,77835,Excellent,78539.95,75025.92,CUST0373,Robert Montgomery,"Hanson, Mcmillan and Cohen Auto",Jenniferstad,TX,Financing,Ally Financial
374,2024-11-03,Toyota,Corolla,2025,Coupe,Beige,62018,Good,77987.32,74555.82,CUST0374,Amanda Simmons,Smith-Chavez Auto,Sethberg,OH,Cash,US Bank
375,2024-01-19,BMW,X5,2019,Hatchback,Blue,25726,Good,72550.81,71272.11,CUST0375,Casey Flores,Lopez-Tyler Auto,New Holly,AZ,Lease,Capital One
376,2024-11-21,BMW,3 Series,2024,SUV,White,18636,Certified Pre-Owned,49965.53,49324.65,CUST0376,Keith Mcknight,Alvarez-Riley Auto,Sherryberg,CA,Financing,LightStream
377,2024-04-10,Toyota,RAV4,2018,SUV,Blue,63948,Fair,68846.32,66723.97,CUST0377,Jennifer Martinez,Nguyen Ltd Auto,Schaefermouth,GA,Financing,Bank of America
378,2024-10-17,Ford,Explorer,2022,Sedan,Beige,38723,Certified Pre-Owned,66037.67,65121.67,CUST0378,Eric Greene,Levine PLC Auto,North Charles,OH,Cash,Bank of America
379,2024-03-27,Chevrolet,Silverado,2023,Sedan,Silver,2420,Excellent,52730.43,51030.22,CUST0379,Valerie Baker,Koch Inc Auto,South Bethshire,GA,Lease,Ally Financial
380,2025-03-09,Chevrolet,Silverado,2025,SUV,Beige,18218,Fair,27726.96,26777.5,CUST0380,Mark Nelson,"Chavez, Church and Dougherty Auto",Haileyview,AZ,Financing,Citi
381,2024-09-26,Mercedes,C-Class,2019,Convertible,Silver,34219,Excellent,17471.37,17282.09,CUST0381,Katherine Schroeder,"Lopez, Vang and Taylor Auto",Hartfurt,OH,Cash,Bank of America
382,2024-03-23,Ford,Explorer,2024,SUV,Green,790,Good,58225.92,56601.28,CUST0382,Mary Young,Webb Group Auto,Port Jamesview,PA,Financing,Bank of America
383,2025-02-25,Audi,A4,2018,Truck,Silver,43991,Good,65982.9,62725.83,CUST0383,Ryan Weber,"Blake, Duke and Lee Auto",East Brianhaven,OH,Cash,Bank of America
384,2024-01-06,Ford,Mustang,2022,SUV,White,75497,Good,63295.18,61554.9,CUST0384,Tina Carter,"Bond, Sanchez and Franklin Auto",Port Jonathan,OH,Financing,Bank of America
385,2025-05-14,Audi,A4,2023,SUV,Beige,4741,Certified Pre-Owned,32283.72,30720.51,CUST0385,Stephanie Taylor,Moreno LLC Auto,North Deborahton,OH,Lease,US Bank
386,2025-03-06,Hyundai,Elantra,2020,SUV,Green,13542,Good,50991.12,49577.68,CUST0386,Thomas Dunlap,"Schroeder, Price and Flores Auto",Lake Allison,CA,Lease,Wells Fargo
387,2024-12-19,Tesla,Model 3,2024,Sedan,Silver,7983,Certified Pre-Owned,57362.03,57292.05,CUST0387,Nicole Cervantes,"Sutton, Perez and Valdez Auto",Ayalatown,GA,Financing,Capital One
388,2025-01-24,Ford,Explorer,2024,Truck,Beige,72745,Certified Pre-Owned,69386.67,69386.57,CUST0388,Shelby Kirk,Fisher PLC Auto,Andersontown,OH,Financing,Wells Fargo
389,2025-01-02,Chevrolet,Tahoe,2018,Hatchback,Black,40069,Excellent,51080.24,50880.25,CUST0389,Patricia Thomas,Bruce Group Auto,Burkehaven,NY,Lease,Wells Fargo
390,2024-08-05,BMW,3 Series,2025,Convertible,Green,15703,Good,72381.15,71949.14,CUST0390,Yolanda Hatfield,Alexander Ltd Auto,South Vickieside,CA,Cash,Ally Financial
391,2025-05-05,Nissan,Altima,2023,Convertible,Silver,42248,Good,64706.15,61817.24,CUST0391,Jeffrey Campos,Larson-Khan Auto,Lake Colebury,OH,Cash,Chase
392,2025-06-20,Ford,F-150,2020,Truck,Black,70349,Certified Pre-Owned,76024.01,74779.42,CUST0392,Steven Aguilar,Kent-Henderson Auto,East Michellehaven,TX,Lease,Chase
393,2025-03-23,Mazda,CX-5,2023,Truck,Gray,1980,Excellent,27068.96,26874.4,CUST0393,Patricia Gonzalez,"Mooney, Cooper and Liu Auto",Lake Shawnstad,GA,Financing,Citi
394,2024-12-22,Toyota,Camry,2021,Sedan,Black,56461,Fair,67770.6,65151.26,CUST0394,Andrew Roberts,Mckenzie Group Auto,Hamiltonfurt,PA,Financing,Capital One
395,2025-05-18,Hyundai,Tucson,2020,Hatchback,White,43041,Excellent,60243.43,59854.83,CUST0395,Dustin Lee,Reid-Ford Auto,Larryville,CA,Financing,Bank of America
396,2024-10-08,Hyundai,Tucson,2025,Truck,Blue,45658,Certified Pre-Owned,17275.25,16717.26,CUST0396,Kayla Aguirre,"Jensen, Gay and Williamson Auto",New Charleschester,IL,Cash,Capital One
397,2025-04-12,Hyundai,Tucson,2019,Coupe,Beige,27165,Certified Pre-Owned,72825.78,70084.74,CUST0397,Richard Smith,Scott-Bennett Auto,Alexanderville,MI,Lease,US Bank
398,2025-05-29,Ford,F-150,2019,Hatchback,Red,54152,Fair,65160.96,64919.05,CUST0398,David Harris,Cook-Cole Auto,Melissaside,PA,Financing,Ally Financial
399,2024-01-10,Kia,Sportage,2025,Hatchback,Green,29698,Good,55620.56,54405.8,CUST0399,Eric Johnson,Martin PLC Auto,South Crystal,FL,Lease,LightStream
400,2024-01-06,Ford,Mustang,2020,Sedan,Gray,10334,Certified Pre-Owned,77613.84,77411.15,CUST0400,Brandy Miranda,Bailey PLC Auto,New Anneburgh,AZ,Lease,Chase
401,2024-09-11,Chevrolet,Tahoe,2024,Truck,Black,30614,Excellent,41357.48,39953.69,CUST0401,Carolyn Richardson,Luna Group Auto,Derrickview,IL,Cash,Chase
402,2024-11-27,Mercedes,E-Class,2024,Convertible,Beige,50416,Good,48693.62,48342.84,CUST0402,Matthew Hayes,Tate Group Auto,South Mollyshire,MI,Cash,Capital One
403,2025-06-25,Toyota,Corolla,2023,Coupe,White,20990,Excellent,67672.73,66411.54,CUST0403,Cody Jenkins,Stone-White Auto,Turnershire,IL,Cash,Citi
404,2024-09-20,Mercedes,C-Class,2021,Coupe,Gray,70007,Good,43693.38,43101.09,CUST0404,Laura Morris,Simpson-Waters Auto,Curtisview,CA,Cash,Citi
405,2025-01-03,Toyota,RAV4,2022,Hatchback,Beige,15639,Fair,27530.59,26257.4,CUST0405,Brian Weaver,Bennett LLC Auto,Port Gregorymouth,GA,Lease,Wells Fargo
406,2024-08-04,Mercedes,C-Class,2019,Coupe,Green,22357,Fair,19249.67,18999.85,CUST0406,Lori Shaw,Moreno Group Auto,Davidshire,CA,Financing,Citi
407,2024-10-18,Ford,Explorer,2025,Hatchback,Red,40899,Good,50014.05,49728.53,CUST0407,Cory Johnston,Johnson-Smith Auto,Eugeneville,TX,Financing,Ally Financial
408,2024-09-03,BMW,3 Series,2024,Sedan,Black,51960,Good,71603.39,69641.69,CUST0408,Allison Watson,Johnston-Sheppard Auto,South Mikayla,MI,Lease,Ally Financial
409,2024-08-18,Hyundai,Tucson,2020,Sedan,Blue,29306,Excellent,41294.12,39707.18,CUST0409,Mark Lyons,"Franklin, Daniels and Flowers Auto",Rebeccastad,MI,Cash,Chase
410,2024-10-22,Honda,Civic,2022,Coupe,Red,56828,Excellent,50555.51,48952.67,CUST0410,Cameron Franco,Walker Group Auto,New Angela,CA,Lease,Chase
411,2025-06-08,Nissan,Rogue,2022,Hatchback,Silver,36870,Excellent,73309.17,71506.7,CUST0411,Mallory Sanchez,Marshall Ltd Auto,Davidshire,IL,Financing,Wells Fargo
412,2024-08-31,Hyundai,Elantra,2020,Hatchback,Green,4454,Fair,43094.97,41947.11,CUST0412,William Fuentes,Butler and Sons Auto,Kevinbury,MI,Financing,Citi
413,2025-02-27,Mazda,CX-5,2024,Hatchback,Black,67669,Good,69242.42,66051.01,CUST0413,Dana Roth,"Bruce, Hancock and Becker Auto",Kathrynstad,TX,Cash,LightStream
414,2024-01-17,Honda,Accord,2020,Truck,Red,885,Excellent,53315.71,51186.87,CUST0414,Nathan Leblanc,"Paul, Joseph and Taylor Auto",Seanstad,NY,Cash,Citi
415,2025-01-31,Ford,Explorer,2019,Coupe,Blue,76104,Certified Pre-Owned,57544.58,55823.54,CUST0415,Tina Singh,Brown-Nichols Auto,Brianfurt,FL,Lease,LightStream
416,2024-04-29,Ford,Mustang,2024,Hatchback,Beige,17235,Good,51073.9,48764.75,CUST0416,Sally Barker,"Edwards, Martinez and Robinson Auto",Lake Diane,FL,Lease,LightStream
417,2024-09-10,Tesla,Model 3,2019,Hatchback,Silver,47847,Good,51287.27,49655.77,CUST0417,Aaron Santos,Bird-Price Auto,Lake Tammy,MI,Lease,Citi
418,2025-03-28,Toyota,Corolla,2020,Coupe,White,31263,Excellent,20744.22,20119.33,CUST0418,Patricia Simon,"Mendez, Thomas and King Auto",Abigailstad,NY,Lease,US Bank
419,2024-07-16,Toyota,RAV4,2025,SUV,Beige,40602,Excellent,64349.7,62596.42,CUST0419,Lisa Davis,Johnson-Snyder Auto,South Charlesshire,AZ,Cash,LightStream
420,2024-12-20,Honda,CR-V,2024,Sedan,Red,3969,Excellent,74367.98,73199.32,CUST0420,Kathy Stark,"Bates, Morris and Jackson Auto",Ericaberg,NY,Lease,Bank of America
421,2025-03-18,Mercedes,C-Class,2025,Coupe,Gray,78870,Good,49906.74,47844.68,CUST0421,Robert Cooper,"Harrington, Cunningham and Deleon Auto",Crossborough,MI,Financing,Citi
422,2025-02-13,Mazda,CX-5,2018,Coupe,Black,35899,Good,65511.11,65159.84,CUST0422,Joyce Morrison,Jones-Hurst Auto,Landryland,GA,Lease,Ally Financial
423,2025-06-08,Ford,F-150,2023,SUV,Silver,5601,Good,30930.61,30581.08,CUST0423,Matthew Moore,"Snyder, Wu and Gonzalez Auto",Smithfurt,PA,Cash,US Bank
424,2025-01-28,Tesla,Model Y,2024,Coupe,Silver,30303,Fair,21443.64,21099.6,CUST0424,Cody Jacobs,Jacobson Group Auto,Adamberg,CA,Lease,Capital One
425,2024-10-17,Audi,A4,2018,Coupe,White,11095,Certified Pre-Owned,19193.66,18786.76,CUST0425,William Berg,"Ferguson, Cobb and Collins Auto",East James,IL,Lease,Bank of America
426,2024-07-09,Honda,Accord,2018,Sedan,Gray,55027,Good,31596.01,30707.41,CUST0426,Derek Patel,"Wood, Love and Smith Auto",East Anthonyshire,FL,Financing,LightStream
427,2024-04-27,Chevrolet,Silverado,2023,Convertible,Green,9204,Certified Pre-Owned,41175.14,39557.09,CUST0427,Kyle Ruiz PhD,"Davis, Rodriguez and Peterson Auto",North Patriciatown,PA,Cash,Wells Fargo
428,2024-08-07,Tesla,Model 3,2025,SUV,Red,8685,Certified Pre-Owned,44847.48,43518.26,CUST0428,Margaret Moore,Williams and Sons Auto,East Brianport,NY,Financing,Chase
429,2025-01-31,Mercedes,C-Class,2023,Convertible,Blue,28744,Certified Pre-Owned,65219.31,62909.82,CUST0429,Michelle Reynolds,Mathews PLC Auto,North Nicholas,GA,Financing,Citi
430,2025-02-24,Nissan,Rogue,2021,Coupe,Black,66479,Fair,45915.78,45535.37,CUST0430,Adam Powell,"Campbell, Todd and Lopez Auto",North Carrieland,IL,Financing,Citi
431,2025-05-31,Chevrolet,Tahoe,2025,Convertible,Silver,79873,Fair,44437.63,43803.23,CUST0431,Jonathan Mcdonald,Curry-Reynolds Auto,Meganton,IL,Financing,Citi
432,2024-09-09,Mercedes,C-Class,2019,Coupe,Blue,40901,Good,49822.0,49027.69,CUST0432,Michelle Graves,Haas-Webb Auto,New Kristen,MI,Lease,Wells Fargo
433,2024-01-24,Ford,Mustang,2024,Truck,White,23909,Fair,17439.55,16681.39,CUST0433,Christina Erickson,Barron LLC Auto,Wolfehaven,OH,Financing,LightStream
