order_id,date,customer_id,customer_name,product_id,product_name,category,sub_category,price,quantity,discount,shipping_cost,payment_method,region,city,state,order_status,fulfillment,sales_channel
289,2024-01-12,CUST0289,Erin Yoder,PROD0289,Become 371,Home,Kitchen,870.69,6,0.24,17.22,Debit Card,West,Port William,Connecticut,Shipped,Easy Ship,Amazon.com
290,2024-04-14,CUST0290,Alexis Reed,PROD0290,Image 200,Electronics,Laptops,724.59,2,0.09,26.08,Credit Card,East,Port Kimberlystad,New Hampshire,Delivered,FBA,Amazon.com
291,2025-01-18,CUST0291,Amy Neal,PROD0291,Pass 822,Electronics,Laptops,726.87,9,0.06,11.44,UPI,East,West Tamaraport,Delaware,Shipped,Easy Ship,Amazon.com
292,2024-02-09,CUST0292,Steven Johnson,PROD0292,Unit 941,Electronics,Headphones,1996.83,9,0.27,2.41,UPI,West,East Mistyhaven,Wyoming,Shipped,Easy Ship,Amazon DE
293,2024-07-26,CUST0293,Brian Henry,PROD0293,Trip 840,Sports,Fitness,1314.06,8,0.2,49.49,Net Banking,South,East Dawnhaven,Pennsylvania,Returned,Easy Ship,Amazon.com
294,2025-05-02,CUST0294,Mark Jackson,PROD0294,Yet 420,Clothing,Mens Wear,954.13,9,0.18,28.53,Net Banking,East,Parkerside,Kentucky,Delivered,FBA,Amazon.in
295,2024-01-12,CUST0295,Mrs. Jessica Anderson MD,PROD0295,Strategy 412,Home,Furniture,1542.56,7,0.06,23.6,UPI,South,Jenniferland,Connecticut,Delivered,Easy Ship,Amazon.com
296,2025-01-23,CUST0296,Gary Cohen,PROD0296,Ok 433,Electronics,Mobile Phones,1004.6,6,0.1,22.12,Net Banking,Central,South Paulaborough,New Hampshire,Delivered,Easy Ship,Amazon UK
297,2024-06-14,CUST0297,Jennifer Stephens,PROD0297,Else 490,Electronics,Mobile Phones,1139.48,1,0.28,9.38,UPI,Central,West Vickie,Montana,Returned,FBA,Amazon DE
298,2024-10-26,CUST0298,Suzanne Holmes,PROD0298,Data 275,Home,Furniture,136.78,7,0.06,7.21,Net Banking,East,East Michaelhaven,Montana,Delivered,FBA,Amazon.in
299,2024-01-03,CUST0299,Keith Gonzales,PROD0299,Step 390,Books,Non-Fiction,1110.28,1,0.25,30.96,Debit Card,North,West Austinville,Montana,Shipped,FBA,Amazon DE
300,2025-06-22,CUST0300,Jay Calderon,PROD0300,Stay 500,Clothing,Mens Wear,589.3,9,0.02,4.76,Debit Card,East,Lake Angelicamouth,Arkansas,Delivered,FBA,Amazon DE
301,2024-02-05,CUST0301,Steven Hanson,PROD0301,Huge 417,Electronics,Laptops,266.98,7,0.14,5.3,Debit Card,South,Port Michael,Kansas,Returned,FBM,Amazon.com
302,2025-06-21,CUST0302,Matthew Jackson,PROD0302,Industry 382,Sports,Outdoor,1422.25,8,0.05,29.6,Debit Card,Central,New Anne,Mississippi,Shipped,FBA,Amazon DE
303,2024-03-30,CUST0303,Gregory Branch,PROD0303,Today 571,Electronics,Mobile Phones,1982.26,8,0.02,21.16,COD,East,North Samuelburgh,Missouri,Processing,FBM,Amazon DE
304,2024-06-30,CUST0304,Andrew Fletcher,PROD0304,Within 727,Books,Fiction,87.78,2,0.09,44.29,Amazon Pay,East,Timothyside,Kansas,Delivered,FBA,Amazon DE
305,2024-02-14,CUST0305,Amy Bennett,PROD0305,Can 502,Home,Furniture,505.78,10,0.22,23.98,Debit Card,Central,Martinshire,Michigan,Cancelled,Easy Ship,Amazon.in
306,2024-03-20,CUST0306,Krista Russo,PROD0306,Election 521,Electronics,Mobile Phones,486.99,3,0.08,32.15,Credit Card,South,South Frankfurt,Arizona,Shipped,Easy Ship,Amazon DE
307,2025-05-18,CUST0307,Corey Garner,PROD0307,Tough 358,Electronics,Laptops,1990.68,2,0.23,26.21,Net Banking,West,Ritterburgh,Hawaii,Processing,FBA,Amazon.com
308,2025-06-04,CUST0308,Ashley Mcdonald,PROD0308,Address 976,Home,Decor,98.82,1,0.02,35.34,Net Banking,East,Michaelbury,Nevada,Processing,FBA,Amazon DE
309,2025-06-29,CUST0309,Christopher Young,PROD0309,Adult 572,Home,Furniture,85.17,5,0.03,46.02,Amazon Pay,West,Christophermouth,Arizona,Shipped,FBA,Amazon DE
310,2025-02-25,CUST0310,Nicole Wise,PROD0310,Produce 958,Electronics,Laptops,1101.37,4,0.21,23.01,UPI,South,Port Ashleytown,Texas,Delivered,FBA,Amazon.com
311,2024-02-20,CUST0311,Samuel Blair,PROD0311,Technology 257,Books,Fiction,210.03,5,0.04,37.59,Amazon Pay,North,North Brittanyburgh,Iowa,Shipped,FBM,Amazon UK
312,2024-03-19,CUST0312,Alex Perez,PROD0312,Personal 499,Clothing,Kids,364.1,1,0.27,27.55,Credit Card,Central,North Ericport,Arkansas,Delivered,Easy Ship,Amazon.in
313,2025-06-24,CUST0313,Caleb Rodriguez,PROD0313,Character 304,Clothing,Womens Wear,893.53,10,0.0,39.08,Debit Card,East,West Michael,Florida,Processing,FBA,Amazon.com
314,2024-02-24,CUST0314,Rebekah Zamora,PROD0314,Provide 841,Electronics,Mobile Phones,849.15,1,0.1,11.22,Debit Card,North,Camposmouth,Wyoming,Delivered,FBA,Amazon.com
315,2025-04-09,CUST0315,Mrs. Suzanne Hunter,PROD0315,Fish 538,Electronics,Mobile Phones,837.2,2,0.24,17.49,COD,South,Melissatown,Nebraska,Delivered,FBA,Amazon DE
316,2024-10-21,CUST0316,Johnathan White,PROD0316,Hour 569,Clothing,Mens Wear,435.42,6,0.1,2.72,Credit Card,West,West David,Texas,Delivered,FBA,Amazon.com
317,2024-11-27,CUST0317,Chad Nelson,PROD0317,Name 885,Electronics,Laptops,1319.34,5,0.19,19.71,Debit Card,West,West Josephland,North Dakota,Shipped,Easy Ship,Amazon UK
318,2024-05-08,CUST0318,Kevin Briggs,PROD0318,Per 197,Home,Kitchen,1966.37,2,0.21,39.98,COD,South,Karenstad,South Dakota,Cancelled,Easy Ship,Amazon UK
319,2025-01-15,CUST0319,Devin Smith,PROD0319,Sense 971,Clothing,Kids,1963.02,7,0.2,48.67,UPI,South,Masontown,Georgia,Delivered,Easy Ship,Amazon UK
320,2025-04-29,CUST0320,Haley Reynolds,PROD0320,With 338,Home,Kitchen,144.35,1,0.18,30.08,Amazon Pay,South,Jamesborough,Oregon,Shipped,FBA,Amazon.in
321,2025-06-24,CUST0321,Jonathan Contreras,PROD0321,Stock 240,Books,Fiction,1520.29,2,0.09,37.42,COD,North,West Tammyfurt,Utah,Processing,FBM,Amazon.in
322,2024-12-20,CUST0322,Emily Ross,PROD0322,Item 856,Home,Kitchen,600.26,3,0.11,32.82,Amazon Pay,Central,Bowersborough,Louisiana,Shipped,FBM,Amazon DE
323,2024-05-02,CUST0323,Paula Kim,PROD0323,Discuss 967,Electronics,Headphones,563.47,1,0.16,48.92,UPI,North,Port Rachel,Alaska,Delivered,Easy Ship,Amazon.com
324,2025-02-19,CUST0324,Melissa May,PROD0324,Indeed 633,Clothing,Kids,692.03,4,0.16,45.52,Debit Card,South,Eileenbury,West Virginia,Delivered,FBM,Amazon DE
325,2024-02-19,CUST0325,Brandon Fisher,PROD0325,Perhaps 228,Electronics,Headphones,890.3,1,0.02,25.6,Credit Card,South,Cruzfort,Montana,Returned,FBA,Amazon.com
326,2024-09-16,CUST0326,Jennifer Edwards,PROD0326,Street 350,Electronics,Headphones,1189.33,4,0.07,5.75,UPI,South,North Alyssaport,Wisconsin,Processing,FBM,Amazon.com
327,2024-07-10,CUST0327,James Daniels,PROD0327,Open 468,Electronics,Headphones,1215.64,5,0.09,23.52,UPI,West,Port Stevenmouth,Michigan,Delivered,FBM,Amazon.in
328,2024-05-19,CUST0328,Elizabeth Lester,PROD0328,Plan 880,Home,Furniture,343.85,8,0.13,31.25,Debit Card,West,Margaretfort,Massachusetts,Delivered,FBM,Amazon.in
329,2024-09-16,CUST0329,Russell Moore,PROD0329,Line 413,Home,Furniture,1709.54,5,0.18,9.33,UPI,West,Marcville,Maryland,Processing,FBM,Amazon DE
330,2025-02-11,CUST0330,Darren Gray,PROD0330,Traditional 104,Clothing,Womens Wear,756.54,10,0.14,18.0,Debit Card,South,Lisaburgh,Nebraska,Processing,FBA,Amazon.com
331,2024-04-08,CUST0331,Ryan Robinson,PROD0331,Ready 601,Sports,Outdoor,1006.39,6,0.15,46.43,Amazon Pay,East,Port Christopherberg,New York,Cancelled,FBM,Amazon DE
332,2024-07-10,CUST0332,Seth Jordan,PROD0332,Less 298,Books,Non-Fiction,1975.17,2,0.12,3.86,Net Banking,Central,New Mark,Florida,Cancelled,FBM,Amazon.com
333,2025-06-17,CUST0333,Cristian Guzman,PROD0333,Military 534,Clothing,Womens Wear,1544.83,6,0.15,25.45,Amazon Pay,North,Port Jaredton,Oklahoma,Delivered,Easy Ship,Amazon DE
334,2024-09-02,CUST0334,Bradley Walsh,PROD0334,System 719,Clothing,Mens Wear,492.28,1,0.28,19.35,Credit Card,South,Vegahaven,California,Processing,FBM,Amazon UK
335,2024-03-22,CUST0335,Karl Thomas,PROD0335,Tend 759,Books,Non-Fiction,303.26,4,0.18,47.69,Credit Card,North,East Jeremy,Kentucky,Processing,Easy Ship,Amazon.in
336,2024-10-12,CUST0336,Anthony Garcia MD,PROD0336,Ever 358,Sports,Cycling,774.85,10,0.29,5.86,Net Banking,South,North Jessica,Pennsylvania,Cancelled,Easy Ship,Amazon DE
337,2025-04-17,CUST0337,Toni Carroll,PROD0337,Garden 751,Clothing,Womens Wear,1006.29,9,0.2,20.37,Net Banking,North,Greenland,Oklahoma,Shipped,Easy Ship,Amazon.in
338,2024-03-23,CUST0338,Michelle Lee,PROD0338,Walk 272,Sports,Fitness,1597.09,3,0.08,12.06,Amazon Pay,East,Johnsonhaven,Wyoming,Processing,FBM,Amazon.in
339,2025-01-22,CUST0339,Victor Greene DDS,PROD0339,Suffer 290,Electronics,Mobile Phones,202.77,7,0.16,33.42,Debit Card,South,Harmonview,Connecticut,Processing,Easy Ship,Amazon UK
340,2025-06-11,CUST0340,Ronald Moore,PROD0340,Move 160,Electronics,Headphones,404.06,3,0.15,7.29,Debit Card,South,Clarkberg,Delaware,Delivered,Easy Ship,Amazon.com
341,2025-06-16,CUST0341,Sierra Tanner,PROD0341,Buy 989,Electronics,Headphones,1620.27,4,0.08,45.31,Amazon Pay,Central,Bakerfurt,Illinois,Delivered,Easy Ship,Amazon.in
342,2024-04-13,CUST0342,Meghan Fletcher,PROD0342,Trial 596,Electronics,Headphones,168.82,2,0.11,15.28,COD,South,Emilybury,Montana,Shipped,Easy Ship,Amazon DE
343,2025-06-06,CUST0343,Andrew Woods,PROD0343,Effort 634,Sports,Fitness,210.61,1,0.08,47.85,Credit Card,North,Mayerside,New Hampshire,Delivered,FBA,Amazon.com
344,2025-03-31,CUST0344,Anne Tran,PROD0344,Seem 798,Home,Furniture,1209.94,5,0.28,24.72,Net Banking,East,Juliaburgh,Arizona,Shipped,FBM,Amazon UK
345,2025-03-14,CUST0345,Alexandra Maldonado,PROD0345,Indicate 103,Clothing,Kids,1635.53,6,0.2,20.16,UPI,East,East Kimberlychester,Wisconsin,Shipped,FBM,Amazon.in
346,2024-02-27,CUST0346,Amy Myers,PROD0346,While 562,Sports,Outdoor,1399.63,3,0.01,7.9,Amazon Pay,South,North Alexandra,Washington,Delivered,Easy Ship,Amazon UK
347,2025-03-23,CUST0347,Andrea Ellis,PROD0347,Production 748,Books,Non-Fiction,1321.16,8,0.15,33.69,Amazon Pay,East,Ashleyfort,Tennessee,Shipped,FBM,Amazon.in
348,2024-04-18,CUST0348,Jason Carter,PROD0348,Middle 456,Sports,Outdoor,101.05,6,0.2,13.21,Amazon Pay,Central,Kylemouth,Mississippi,Delivered,FBM,Amazon.in
349,2024-01-04,CUST0349,Gary Fletcher,PROD0349,Drop 721,Sports,Cycling,1883.54,8,0.3,43.14,Amazon Pay,West,North Mary,Rhode Island,Cancelled,FBA,Amazon UK
350,2024-08-02,CUST0350,Timothy Cole,PROD0350,Production 915,Books,Educational,294.89,9,0.26,39.67,Credit Card,South,Chenport,California,Processing,FBA,Amazon DE
351,2024-03-05,CUST0351,Heather Osborne,PROD0351,Southern 349,Clothing,Womens Wear,1666.38,9,0.3,24.41,Credit Card,West,Taylorburgh,Florida,Cancelled,FBA,Amazon.com
352,2025-03-01,CUST0352,Whitney Cochran,PROD0352,All 325,Electronics,Headphones,1508.97,2,0.03,49.68,UPI,West,East Karenshire,Ohio,Shipped,Easy Ship,Amazon UK
353,2025-03-07,CUST0353,Zachary Michael,PROD0353,Professor 992,Clothing,Womens Wear,1335.21,2,0.2,46.29,Net Banking,North,Taylorland,West Virginia,Delivered,FBA,Amazon UK
354,2024-11-07,CUST0354,Amanda Ball,PROD0354,Condition 927,Sports,Cycling,1156.18,10,0.02,18.47,Amazon Pay,West,Tuckermouth,Vermont,Cancelled,FBA,Amazon DE
355,2024-11-25,CUST0355,Derek Jones,PROD0355,Traditional 230,Clothing,Mens Wear,525.6,5,0.03,6.28,Debit Card,North,Michaelville,Maryland,Processing,FBM,Amazon UK
356,2025-02-11,CUST0356,Mackenzie Thomas,PROD0356,Statement 889,Home,Furniture,1158.06,1,0.09,30.32,Net Banking,West,Tracyside,Connecticut,Shipped,FBM,Amazon UK
357,2025-04-01,CUST0357,Anthony Pruitt,PROD0357,Space 423,Sports,Fitness,1361.81,3,0.16,30.88,Net Banking,North,Mcgeeborough,Minnesota,Shipped,FBA,Amazon DE
358,2024-07-07,CUST0358,Patricia Williams,PROD0358,Culture 416,Sports,Outdoor,1886.35,4,0.15,23.88,Debit Card,North,East Joseph,Oregon,Delivered,Easy Ship,Amazon UK
359,2024-06-02,CUST0359,Robert Jones,PROD0359,Color 929,Books,Educational,255.69,10,0.14,41.78,Amazon Pay,West,West Kimberly,Vermont,Delivered,FBM,Amazon.in
360,2025-06-01,CUST0360,Carolyn Rogers,PROD0360,Everybody 977,Electronics,Headphones,1657.49,4,0.25,46.85,Amazon Pay,North,Leviville,Pennsylvania,Shipped,FBM,Amazon.com
361,2024-02-09,CUST0361,Stephanie Hooper,PROD0361,Guess 875,Books,Educational,789.7,3,0.3,28.3,Amazon Pay,West,Lake Marc,Illinois,Shipped,FBM,Amazon UK
362,2025-01-24,CUST0362,Renee Johnson,PROD0362,Anything 234,Home,Furniture,152.93,5,0.08,46.31,COD,West,Elliston,Pennsylvania,Processing,FBM,Amazon.in
363,2024-02-11,CUST0363,Cody Bailey,PROD0363,Sure 552,Sports,Fitness,1584.64,1,0.25,36.06,Debit Card,Central,Brownview,Rhode Island,Delivered,Easy Ship,Amazon.com
364,2024-02-09,CUST0364,Hannah Harris,PROD0364,Drive 843,Home,Kitchen,589.25,3,0.06,40.61,Amazon Pay,North,New Jameshaven,Arkansas,Shipped,Easy Ship,Amazon UK
365,2025-04-01,CUST0365,Jonathan Sanchez,PROD0365,Guy 464,Electronics,Laptops,1359.85,3,0.11,49.17,Debit Card,North,West Latoyaland,Louisiana,Delivered,FBM,Amazon.in
366,2024-05-05,CUST0366,Katherine Chaney,PROD0366,Artist 134,Electronics,Headphones,1890.68,2,0.29,33.2,Debit Card,West,Robertberg,Indiana,Delivered,FBA,Amazon.com
367,2025-03-25,CUST0367,April Smith,PROD0367,Soon 985,Clothing,Mens Wear,799.32,5,0.21,47.82,Net Banking,North,Port Kristentown,Oklahoma,Delivered,Easy Ship,Amazon DE
368,2025-02-27,CUST0368,Michael Douglas,PROD0368,None 123,Home,Furniture,557.68,8,0.11,7.76,Net Banking,Central,Port Michael,Minnesota,Shipped,Easy Ship,Amazon.com
369,2025-02-19,CUST0369,Shannon Wilson,PROD0369,Subject 760,Books,Fiction,1974.83,8,0.08,37.78,Debit Card,West,New Sherryport,Colorado,Processing,Easy Ship,Amazon DE
370,2025-04-18,CUST0370,Tony Hudson,PROD0370,Former 932,Home,Furniture,603.74,3,0.03,5.05,COD,South,Sullivanside,Arizona,Cancelled,Easy Ship,Amazon DE
371,2024-12-27,CUST0371,Whitney Rhodes,PROD0371,However 871,Electronics,Mobile Phones,793.66,9,0.24,27.44,COD,Central,West Sarahside,South Carolina,Shipped,FBA,Amazon.in
372,2024-10-03,CUST0372,Theresa Lynch,PROD0372,Ahead 140,Books,Non-Fiction,1796.23,3,0.26,35.37,Net Banking,East,Williammouth,Illinois,Shipped,FBA,Amazon.in
373,2024-11-01,CUST0373,Tonya Douglas,PROD0373,Beautiful 472,Books,Fiction,420.4,3,0.03,14.32,Credit Card,North,Port Travismouth,Rhode Island,Processing,Easy Ship,Amazon UK
374,2024-05-01,CUST0374,Jessica Taylor,PROD0374,Young 243,Electronics,Headphones,851.87,1,0.07,4.22,UPI,Central,Andrewborough,Iowa,Cancelled,Easy Ship,Amazon DE
375,2025-06-23,CUST0375,Melissa Jennings,PROD0375,Course 778,Home,Kitchen,1393.25,9,0.27,49.85,COD,South,Courtneyberg,Maine,Delivered,FBA,Amazon.in
376,2024-10-11,CUST0376,Kayla Harris,PROD0376,Government 705,Clothing,Mens Wear,83.1,3,0.09,41.97,COD,Central,East Gregory,Colorado,Returned,FBM,Amazon.com
377,2024-09-03,CUST0377,Christian Elliott,PROD0377,Wish 567,Clothing,Womens Wear,265.7,10,0.13,28.39,Amazon Pay,South,East Christina,Wisconsin,Shipped,FBA,Amazon DE
378,2024-02-04,CUST0378,Timothy Greer,PROD0378,Board 677,Clothing,Womens Wear,1356.29,3,0.16,5.39,Amazon Pay,South,Diazmouth,Montana,Processing,Easy Ship,Amazon UK
379,2024-04-07,CUST0379,David Wells,PROD0379,Themselves 718,Books,Non-Fiction,1642.81,10,0.05,41.44,Net Banking,West,Johnsonton,Rhode Island,Shipped,FBA,Amazon.in
380,2025-05-25,CUST0380,Robert Rivera,PROD0380,Wrong 441,Electronics,Laptops,547.55,9,0.03,28.32,Amazon Pay,North,Perezchester,Washington,Shipped,FBM,Amazon UK
381,2024-12-11,CUST0381,Anne Park,PROD0381,Notice 901,Electronics,Headphones,1739.02,4,0.08,6.7,Debit Card,West,East Michaelshire,Iowa,Returned,FBA,Amazon.in
382,2024-02-17,CUST0382,John Lee Jr.,PROD0382,Ever 664,Electronics,Headphones,1057.69,5,0.18,40.73,UPI,Central,North David,Utah,Shipped,FBM,Amazon UK
383,2025-01-14,CUST0383,Christopher Watson,PROD0383,May 588,Books,Fiction,207.14,1,0.05,47.43,UPI,Central,Adamsshire,Hawaii,Shipped,Easy Ship,Amazon DE
384,2024-10-22,CUST0384,Danielle Jones,PROD0384,Each 842,Electronics,Headphones,525.53,9,0.21,33.56,COD,East,Hobbschester,Iowa,Shipped,Easy Ship,Amazon.in
385,2025-05-21,CUST0385,Joanna Duran,PROD0385,Pattern 614,Clothing,Kids,1417.93,4,0.2,22.08,Net Banking,East,West Whitneyborough,Hawaii,Delivered,FBM,Amazon DE
386,2024-09-20,CUST0386,Lisa Colon,PROD0386,Wide 516,Clothing,Womens Wear,1905.71,9,0.28,44.31,UPI,North,Ingramfort,Tennessee,Processing,FBM,Amazon UK
387,2024-08-21,CUST0387,Eric Singh,PROD0387,These 861,Sports,Outdoor,189.38,2,0.02,13.52,COD,North,Port Timothy,New Jersey,Shipped,FBM,Amazon.in
388,2024-11-17,CUST0388,Angela Smith,PROD0388,Expert 609,Home,Decor,1859.88,1,0.29,22.35,Amazon Pay,South,New Tonya,Kansas,Delivered,Easy Ship,Amazon DE
389,2024-01-12,CUST0389,Eric Wilson,PROD0389,Even 819,Books,Non-Fiction,1995.93,9,0.21,21.46,Amazon Pay,North,Lake Lawrencefort,Kansas,Delivered,Easy Ship,Amazon DE
390,2025-04-30,CUST0390,John Blake,PROD0390,Likely 279,Books,Educational,696.67,9,0.21,4.03,Debit Card,Central,West Charles,New Mexico,Delivered,FBA,Amazon.com
391,2024-11-15,CUST0391,Nicole Smith,PROD0391,Keep 446,Clothing,Kids,1680.42,9,0.11,4.44,Debit Card,East,East Courtneychester,Michigan,Delivered,Easy Ship,Amazon.in
392,2025-05-13,CUST0392,Jacqueline Foley,PROD0392,Size 322,Clothing,Mens Wear,1665.14,2,0.09,25.19,Credit Card,Central,Ronnieview,Tennessee,Shipped,FBM,Amazon DE
393,2025-02-22,CUST0393,Leslie Chandler,PROD0393,Current 464,Sports,Cycling,1866.89,9,0.25,3.7,COD,West,Kimstad,Vermont,Delivered,FBA,Amazon.in
394,2024-09-03,CUST0394,Kelly Cherry,PROD0394,Friend 109,Books,Fiction,926.1,5,0.11,2.25,Debit Card,West,Lake Ryanchester,Illinois,Cancelled,FBA,Amazon UK
395,2025-02-09,CUST0395,James Christensen,PROD0395,Type 887,Home,Furniture,989.17,2,0.16,45.13,Net Banking,North,East Ashleymouth,Oklahoma,Delivered,Easy Ship,Amazon.com
396,2025-04-26,CUST0396,Jennifer Pierce,PROD0396,Could 549,Clothing,Womens Wear,459.93,7,0.11,19.5,COD,East,East Dawn,South Carolina,Cancelled,Easy Ship,Amazon.in
397,2025-03-24,CUST0397,Jordan Smith,PROD0397,Push 294,Sports,Outdoor,884.32,3,0.11,22.83,Amazon Pay,South,Edwardsborough,Maine,Shipped,FBM,Amazon.in
398,2024-10-23,CUST0398,Tamara Ware,PROD0398,Check 221,Electronics,Mobile Phones,276.02,7,0.22,45.25,Debit Card,West,Lake Gregoryburgh,Colorado,Shipped,FBM,Amazon UK
399,2024-08-29,CUST0399,Donna Conner,PROD0399,Indicate 212,Home,Kitchen,1104.75,3,0.1,38.69,COD,West,Kellyberg,New Hampshire,Cancelled,FBA,Amazon.com
400,2024-12-24,CUST0400,Lindsey Mcknight,PROD0400,Writer 711,Sports,Fitness,52.09,3,0.1,2.66,Credit Card,East,Jessicamouth,North Dakota,Delivered,Easy Ship,Amazon DE
401,2025-03-03,CUST0401,Matthew Fletcher,PROD0401,International 355,Electronics,Mobile Phones,874.31,5,0.08,5.97,COD,South,Coxside,Tennessee,Delivered,FBM,Amazon.com
402,2024-08-19,CUST0402,Leslie Gomez,PROD0402,Ground 817,Sports,Fitness,238.89,5,0.3,13.87,Debit Card,West,East Ashley,Kentucky,Processing,Easy Ship,Amazon.in
403,2024-06-28,CUST0403,Traci Case,PROD0403,Civil 510,Home,Decor,1226.09,4,0.3,30.38,Debit Card,North,New Jeffreyside,South Dakota,Delivered,FBA,Amazon.com
404,2024-09-10,CUST0404,Jesse Hill,PROD0404,By 637,Clothing,Womens Wear,1980.89,3,0.13,31.59,Credit Card,West,Jeffersonberg,California,Shipped,FBM,Amazon DE
405,2024-02-20,CUST0405,Marcus Mcfarland,PROD0405,Guy 212,Books,Educational,1270.29,4,0.07,22.45,Net Banking,North,Amandaport,Texas,Shipped,FBM,Amazon UK
406,2024-07-23,CUST0406,Angela Roberts,PROD0406,Fast 153,Clothing,Kids,568.31,6,0.21,13.85,Debit Card,North,New Jenniferborough,Delaware,Cancelled,Easy Ship,Amazon.in
407,2025-04-21,CUST0407,Carrie Smith,PROD0407,Exactly 472,Books,Educational,650.06,5,0.14,45.61,Debit Card,East,Amyview,Oklahoma,Shipped,FBM,Amazon DE
408,2024-01-01,CUST0408,Drew Bryan Jr.,PROD0408,Born 343,Clothing,Womens Wear,231.94,1,0.2,38.98,UPI,East,North Jessicaborough,Minnesota,Shipped,Easy Ship,Amazon UK
409,2024-06-08,CUST0409,Roy Glass,PROD0409,Lead 700,Clothing,Womens Wear,427.97,7,0.03,7.11,COD,North,Jonathanhaven,Nebraska,Delivered,Easy Ship,Amazon.in
410,2024-02-06,CUST0410,Yvonne Peterson,PROD0410,Foreign 879,Sports,Outdoor,388.96,8,0.28,5.59,UPI,East,Collinsbury,Kentucky,Delivered,FBA,Amazon DE
411,2025-05-30,CUST0411,Teresa Nelson,PROD0411,Clear 559,Home,Decor,1444.33,1,0.04,22.07,COD,East,Port Joseph,Tennessee,Processing,Easy Ship,Amazon UK
412,2025-03-23,CUST0412,Stacy Marshall,PROD0412,Relate 713,Books,Educational,243.68,7,0.02,22.11,COD,North,Kristenstad,Maine,Cancelled,FBM,Amazon.com
413,2025-06-17,CUST0413,Ryan Moreno,PROD0413,Miss 606,Books,Educational,1935.3,5,0.01,29.18,Amazon Pay,South,New Angelabury,Maine,Processing,Easy Ship,Amazon DE
414,2024-12-17,CUST0414,Amanda Taylor,PROD0414,Behavior 311,Home,Decor,1741.81,2,0.05,38.03,Net Banking,West,New Stephenchester,North Dakota,Shipped,FBA,Amazon UK
415,2024-03-04,CUST0415,Deborah Bailey,PROD0415,Above 410,Electronics,Mobile Phones,328.41,4,0.18,2.43,COD,West,East Melissa,California,Cancelled,FBA,Amazon UK
416,2024-07-10,CUST0416,Patricia Smith,PROD0416,Speak 384,Clothing,Womens Wear,1419.43,9,0.04,12.75,UPI,North,South John,Maryland,Delivered,FBA,Amazon.com
417,2024-03-26,CUST0417,Dennis Crane,PROD0417,Course 764,Clothing,Womens Wear,1748.03,1,0.19,13.95,COD,North,Julieland,Rhode Island,Processing,FBM,Amazon.in
418,2024-04-24,CUST0418,Christopher Beard,PROD0418,Herself 726,Books,Non-Fiction,1214.27,6,0.1,47.43,UPI,South,Smithberg,Oregon,Cancelled,FBM,Amazon DE
419,2024-06-22,CUST0419,Jennifer Wagner,PROD0419,Rock 650,Clothing,Kids,1970.67,1,0.25,12.53,Debit Card,East,North Brandonton,Rhode Island,Returned,Easy Ship,Amazon.in
420,2024-11-17,CUST0420,Todd Leach,PROD0420,Discuss 936,Sports,Outdoor,1558.59,10,0.03,37.8,Amazon Pay,East,Jamesfort,Ohio,Shipped,FBM,Amazon.com
421,2024-07-11,CUST0421,Jeffrey Baird,PROD0421,Indicate 847,Clothing,Mens Wear,655.28,4,0.17,40.77,Debit Card,West,Salazarberg,New Jersey,Processing,Easy Ship,Amazon.com
422,2024-07-20,CUST0422,Joseph Woodward,PROD0422,Population 846,Home,Furniture,743.59,8,0.03,10.71,Debit Card,South,Port Frankshire,Iowa,Shipped,FBA,Amazon DE
423,2025-03-13,CUST0423,Katie Novak PhD,PROD0423,Another 246,Books,Non-Fiction,571.27,5,0.05,10.53,COD,South,Stoutland,Nebraska,Shipped,FBA,Amazon.in
424,2025-04-03,CUST0424,Tracy Martinez,PROD0424,Day 486,Home,Furniture,498.06,7,0.03,27.29,Credit Card,Central,Tylertown,North Carolina,Processing,FBM,Amazon.in
425,2024-09-01,CUST0425,Christopher Baker,PROD0425,Clearly 246,Electronics,Mobile Phones,228.97,1,0.23,32.94,Debit Card,North,Johnfort,North Dakota,Shipped,Easy Ship,Amazon UK
426,2024-12-20,CUST0426,Michael Smith,PROD0426,Admit 242,Books,Fiction,36.86,1,0.29,7.1,UPI,North,East Jessica,Montana,Processing,FBM,Amazon.com
427,2024-01-26,CUST0427,Jessica Stafford,PROD0427,Center 742,Sports,Fitness,1130.07,8,0.24,16.75,Debit Card,North,Smithfort,North Dakota,Delivered,Easy Ship,Amazon UK
428,2024-07-10,CUST0428,Curtis Patel,PROD0428,Available 329,Electronics,Laptops,52.2,1,0.03,16.24,Net Banking,South,Bentleyhaven,New Jersey,Delivered,FBA,Amazon.in
429,2024-01-20,CUST0429,Karl Baker,PROD0429,Energy 603,Clothing,Mens Wear,860.0,3,0.11,15.77,Amazon Pay,West,Robertsborough,Connecticut,Cancelled,FBA,Amazon.in
430,2025-03-28,CUST0430,Mary Singh,PROD0430,Argue 282,Electronics,Laptops,456.8,5,0.11,31.55,Credit Card,North,Port Dalton,Utah,Shipped,FBM,Amazon.com
431,2024-05-04,CUST0431,Lance Kirby,PROD0431,Politics 456,Home,Decor,676.34,3,0.2,9.21,UPI,Central,New Amber,Maryland,Delivered,FBA,Amazon UK
