call_id,agent_id,agent_name,department,call_datetime,duration_sec,call_type,customer_rating,issue_category,resolution_status,hold_time_sec,caller_phone,caller_city
1096,AGT047,Andrew Morris,Sales,2025-02-22 02:59:36,990,Inbound,2.3,Account Access,Resolved,855,+1-295-355-2330,New Ross
1097,AGT048,Paul Walker,General Inquiry,2025-05-22 00:28:41,3229,Outbound,1.9,Account Access,Resolved,268,(872)570-7436x72046,West Douglas
1098,AGT049,Michele Phillips,Billing,2025-02-24 21:20:32,1278,Inbound,3.0,Order Status,Dropped,754,863.244.9878,Wyattside
1099,AGT050,Madison Sweeney,Sales,2025-06-05 00:21:16,939,Inbound,2.8,Account Access,Follow-up Required,282,486.315.1010x261,West Erica
1100,AGT001,Jamie Shaw,Account Management,2025-05-29 08:03:15,239,Outbound,2.6,Complaint,Resolved,555,+1-341-319-6744,Greenfort
1101,AGT002,Christopher Davis,Sales,2025-05-11 21:14:46,1732,Outbound,2.0,Complaint,Dropped,134,938.451.7700x843,East Melissa
1102,AGT003,Scott Ball,Technical Support,2025-01-19 10:47:39,1685,Outbound,3.2,Technical Fault,Resolved,376,479.716.1367x25349,West Kelly
1103,AGT004,Lisa Walker,Billing,2025-06-22 18:02:52,2157,Inbound,2.5,Account Access,Resolved,61,446-912-3271,Brianton
1104,AGT005,Benjamin Chan,Account Management,2025-02-21 12:24:20,1977,Outbound,4.7,Network Problem,Resolved,11,001-543-675-7271x6432,Hickmanview
1105,AGT006,Kevin Smith,Sales,2025-03-22 00:17:18,197,Outbound,3.8,Order Status,Dropped,20,+1-902-911-9780x48205,Marvinport
1106,AGT007,Barbara Cummings,Technical Support,2025-04-12 10:42:22,1518,Inbound,2.6,Complaint,Resolved,345,603.548.5033x97716,East Stephanie
1107,AGT008,Louis Spencer,Technical Support,2025-06-12 11:29:34,2921,Inbound,2.0,Product Info,Dropped,606,236.393.0381x168,Lake Rodney
1108,AGT009,Michelle Hernandez,Technical Support,2025-03-25 02:34:39,140,Inbound,2.6,Order Status,Dropped,681,567.970.5060x561,Lake Frank
1109,AGT010,Kevin Lowe,Billing,2025-02-21 00:10:13,3378,Inbound,2.6,Order Status,Resolved,561,831.469.1125,New Robert
1110,AGT011,Christopher Flynn,Technical Support,2025-05-03 15:26:42,3040,Outbound,1.7,Complaint,Dropped,588,+1-996-350-3361x9844,Samuelville
1111,AGT012,Corey Johnson,Billing,2025-03-26 19:09:06,2546,Outbound,1.1,Account Access,Dropped,520,001-883-325-7652x3323,West Kim
1112,AGT013,Billy Ballard,Sales,2025-01-24 00:58:00,923,Outbound,3.0,Product Info,Resolved,396,200.902.3480x8041,Amberborough
1113,AGT014,Jason Butler,Technical Support,2025-01-07 13:18:02,2375,Outbound,2.7,Product Info,Escalated,713,947-691-7002,South Judith
1114,AGT015,Dustin Fernandez,Account Management,2025-02-06 05:29:31,128,Inbound,4.0,Product Info,Follow-up Required,868,(406)932-6274x0971,Meganberg
1115,AGT016,Scott Baker,Sales,2025-02-21 04:31:13,2368,Outbound,1.6,Technical Fault,Resolved,711,001-571-882-3888x3390,New Jonathanville
1116,AGT017,Patrick Lewis,Billing,2025-02-24 22:39:43,1104,Inbound,3.6,Account Access,Dropped,783,627-916-4919x83672,Alexanderhaven
1117,AGT018,Wayne Turner,General Inquiry,2025-03-18 22:32:23,3570,Outbound,2.6,Order Status,Dropped,30,001-926-993-0455x59868,Brownshire
1118,AGT019,Pamela Olson,Account Management,2025-05-31 23:19:16,873,Inbound,1.7,Payment Issue,Resolved,411,377.772.2584x589,Port Kevintown
1119,AGT020,Ryan Mcgee,General Inquiry,2025-04-19 12:05:36,2799,Inbound,4.6,Payment Issue,Dropped,196,(951)473-1132x786,Port Melissachester
1120,AGT021,Alyssa Blair,General Inquiry,2025-05-04 09:39:10,3467,Inbound,3.5,Order Status,Escalated,502,+1-612-590-2278x189,North Emilystad
1121,AGT022,Robert White,General Inquiry,2025-03-10 18:04:51,660,Inbound,2.7,Product Info,Escalated,791,8004426178,New Kevinfort
1122,AGT023,Stefanie Garcia,Account Management,2025-06-13 10:31:30,400,Outbound,2.8,Payment Issue,Dropped,842,653.857.3363x86284,Johnsonbury
1123,AGT024,Steven Brooks,General Inquiry,2025-02-25 14:04:04,1104,Inbound,1.7,Account Access,Follow-up Required,161,332.254.1234x7538,Port Stephanie
1124,AGT025,Sherri Davis,Technical Support,2025-04-14 07:53:25,2970,Inbound,3.8,Account Access,Escalated,89,+1-266-910-1247x184,North Deniseton
1125,AGT026,Steven Sanford,Sales,2025-05-28 18:31:37,1268,Outbound,3.7,Order Status,Resolved,115,264-329-1915,Mcfarlandland
1126,AGT027,Leslie James MD,Sales,2025-06-05 01:52:42,3204,Outbound,3.3,Complaint,Dropped,27,001-219-405-8583,Palmerview
1127,AGT028,Victoria Carr,General Inquiry,2025-02-24 04:54:48,765,Inbound,1.3,Product Info,Dropped,194,+1-691-863-1307x175,Lake Christophermouth
1128,AGT029,Cole Bauer,Sales,2025-06-26 06:48:37,1088,Inbound,5.0,Account Access,Escalated,278,470-548-5554,South Tiffany
1129,AGT030,Steven Lynn,General Inquiry,2025-05-04 16:00:03,2129,Inbound,4.0,Product Info,Escalated,831,+1-780-735-6003x95528,New Christinaside
1130,AGT031,Charles Lee,Technical Support,2025-01-02 00:37:16,3236,Inbound,4.5,Order Status,Resolved,477,511.855.3830x82081,Port Lindamouth
1131,AGT032,Daniel Wheeler,Account Management,2025-05-27 20:53:20,1961,Outbound,3.0,Payment Issue,Dropped,649,001-250-480-8402x02574,Brandonside
1132,AGT033,Scott Stanley,Sales,2025-02-09 13:34:09,2746,Inbound,1.9,Payment Issue,Follow-up Required,660,+1-527-226-6778x698,West Steven
1133,AGT034,Tiffany Ross,Billing,2025-06-16 09:48:11,1584,Inbound,3.6,Product Info,Escalated,870,664-478-9454x67624,Lake William
1134,AGT035,Sandra Cole DVM,Sales,2025-02-04 21:45:19,36,Outbound,1.8,Complaint,Resolved,117,8738030795,Yufort
1135,AGT036,Jill Williamson,Billing,2025-01-13 05:14:34,2483,Outbound,4.9,Complaint,Follow-up Required,43,907-280-0694x5757,Rogerschester
1136,AGT037,Linda Doyle,Billing,2025-03-09 15:43:14,863,Inbound,1.1,Order Status,Resolved,530,(834)424-5245x59993,Jillchester
1137,AGT038,Brenda Reeves,Account Management,2025-01-23 23:56:46,682,Outbound,2.6,Account Access,Escalated,615,(350)597-2979x15058,Joshuahaven
1138,AGT039,Melody Richardson,General Inquiry,2025-01-09 09:10:13,742,Outbound,3.6,Technical Fault,Follow-up Required,852,4755488399,Nathanmouth
1139,AGT040,Joseph Doyle,General Inquiry,2025-02-01 16:18:06,1366,Inbound,4.0,Payment Issue,Resolved,468,331.433.6203x450,South Christopher
1140,AGT041,Karen Garcia,General Inquiry,2025-06-13 21:09:51,2109,Outbound,3.6,Product Info,Escalated,656,001-321-316-7923,East Kellystad
1141,AGT042,Amy Howell,Sales,2025-02-05 18:33:42,393,Inbound,1.3,Account Access,Resolved,433,001-662-683-0413x12711,Stacyville
1142,AGT043,Cynthia Kelly,General Inquiry,2025-02-08 03:48:35,1606,Outbound,4.4,Network Problem,Dropped,415,+1-201-601-1652x00048,Morganmouth
1143,AGT044,Charles Baker,Technical Support,2025-01-17 06:54:06,93,Inbound,3.2,Account Access,Escalated,860,001-730-370-4279,Perryhaven
1144,AGT045,Leah Williams,Technical Support,2025-06-27 04:47:28,2589,Inbound,1.5,Payment Issue,Escalated,431,+1-814-648-0868x80629,North Rogertown
1145,AGT046,Jennifer Allen,Sales,2025-04-01 21:45:00,1179,Inbound,2.1,Product Info,Dropped,645,+1-633-584-8745x5962,Lake Jessicaberg
1146,AGT047,Curtis Solis,Sales,2025-02-09 22:03:59,1398,Inbound,5.0,Order Status,Dropped,6,935-405-4507x789,Port Misty
1147,AGT048,Jeffrey Nelson,Technical Support,2025-04-02 07:24:38,74,Inbound,3.9,Product Info,Escalated,305,432-623-7266x459,Joannville
1148,AGT049,David Mcfarland,Sales,2025-02-15 16:06:24,910,Inbound,2.6,Payment Issue,Resolved,159,915.252.2762,Barrettbury
1149,AGT050,Yolanda Nguyen,Account Management,2025-01-08 04:56:22,1521,Outbound,2.0,Network Problem,Follow-up Required,583,+1-401-285-4881x456,West Tammy
1150,AGT001,Jody Bridges,Account Management,2025-03-30 14:37:10,3400,Outbound,4.3,Order Status,Resolved,255,001-231-332-5263x73945,West Tony
1151,AGT002,Marissa Rogers,Account Management,2025-01-11 17:39:55,33,Outbound,1.5,Technical Fault,Follow-up Required,248,+1-503-439-4485,South Kristen
1152,AGT003,Nancy Bennett,Sales,2025-01-27 06:44:24,574,Outbound,4.4,Order Status,Follow-up Required,43,273-710-7478,New Haroldfort
1153,AGT004,Daniel Hill,Sales,2025-05-17 01:17:30,940,Inbound,3.8,Complaint,Follow-up Required,513,910.271.0555,Mooreton
1154,AGT005,Adam Anderson,General Inquiry,2025-05-23 18:06:20,3368,Inbound,2.8,Product Info,Follow-up Required,695,7843133169,Rebeccaside
1155,AGT006,Kevin Russell,Technical Support,2025-06-13 16:43:29,1668,Outbound,4.3,Product Info,Escalated,121,564-751-8412,Williamshaven
1156,AGT007,Michael Salas,General Inquiry,2025-02-22 22:47:39,1880,Outbound,5.0,Network Problem,Follow-up Required,283,(866)220-5069x542,Rachelshire
1157,AGT008,Michael Stafford,Account Management,2025-03-22 11:43:14,653,Inbound,5.0,Network Problem,Escalated,438,(560)527-6818,Wagnerberg
1158,AGT009,Aaron Petty,Account Management,2025-01-27 07:38:33,1681,Inbound,4.2,Account Access,Dropped,290,306-589-3719,Johnsonville
1159,AGT010,Jeremy Hull,Technical Support,2025-05-06 23:52:31,1557,Inbound,3.3,Account Access,Dropped,875,001-572-895-9213x99366,North Andrea
1160,AGT011,Keith Shelton,Technical Support,2025-03-26 19:10:23,3095,Outbound,1.2,Product Info,Escalated,619,(437)220-4368x80120,South John
1161,AGT012,Linda Morgan,Technical Support,2025-01-09 02:58:52,709,Outbound,4.8,Account Access,Escalated,11,(641)615-8141x17374,Williamfort
1162,AGT013,Kimberly Estrada,Account Management,2025-06-07 09:05:21,1660,Inbound,1.3,Complaint,Dropped,181,001-296-674-0306x0092,Ebonyside
1163,AGT014,Erica Wiggins,Sales,2025-03-30 03:23:28,1574,Inbound,3.4,Account Access,Escalated,602,879-626-2866,East Davidburgh
1164,AGT015,Angela Rodriguez,Technical Support,2025-01-10 22:05:47,1343,Outbound,4.0,Order Status,Dropped,885,(598)676-1668,Roseburgh
1165,AGT016,Courtney Juarez,General Inquiry,2025-05-03 22:54:07,2138,Inbound,2.9,Complaint,Dropped,625,570-945-5729x64460,West Christy
1166,AGT017,Susan Dennis,Sales,2025-06-13 13:50:55,3228,Outbound,2.7,Product Info,Resolved,252,878.697.2561x794,East Christina
1167,AGT018,April Austin,General Inquiry,2025-02-14 16:52:35,737,Inbound,1.2,Technical Fault,Follow-up Required,622,(848)427-1695x68032,Peterville
1168,AGT019,Debra Malone,Billing,2025-05-28 03:30:15,1370,Inbound,1.8,Account Access,Escalated,782,5636137864,North Kenneth
1169,AGT020,Brittany Marquez,Technical Support,2025-04-13 02:29:35,546,Outbound,2.6,Payment Issue,Resolved,68,(642)676-7539x6082,Bensonside
1170,AGT021,Isaiah Robles,Sales,2025-01-02 11:29:07,233,Inbound,3.6,Order Status,Dropped,408,5004636337,Katieside
1171,AGT022,Matthew Coleman,General Inquiry,2025-04-04 10:07:08,2997,Inbound,4.0,Payment Issue,Follow-up Required,758,636-859-8302x5283,Carterstad
1172,AGT023,Alex Garza,Billing,2025-05-15 19:36:02,3596,Outbound,2.1,Account Access,Resolved,222,+1-304-586-2394,Matthewton
1173,AGT024,Amanda Clark,Billing,2025-05-15 05:57:32,98,Inbound,1.8,Technical Fault,Dropped,329,(353)528-3145x60745,New Duanehaven
1174,AGT025,Nicole Williams,General Inquiry,2025-04-26 22:52:12,1955,Outbound,1.5,Account Access,Dropped,659,953.295.8652x0505,Port Kevinshire
1175,AGT026,Jeffery Hernandez,Account Management,2025-02-01 08:36:56,1247,Inbound,1.6,Technical Fault,Escalated,303,(237)517-5531x0773,Port Laurahaven
1176,AGT027,Chris Rodriguez,Sales,2025-05-03 17:24:56,2573,Inbound,4.9,Order Status,Escalated,56,+1-932-832-4067x35373,West Blake
1177,AGT028,Kimberly Edwards MD,Technical Support,2025-02-03 04:35:07,1409,Outbound,4.3,Payment Issue,Dropped,436,344-822-3661x812,South Laceystad
1178,AGT029,Charles Skinner,General Inquiry,2025-06-15 20:59:57,3308,Inbound,1.4,Product Info,Dropped,128,354-516-4002x562,Alexburgh
1179,AGT030,Jessica Collins,Sales,2025-02-04 05:38:46,1677,Outbound,3.1,Payment Issue,Resolved,485,(932)481-9744x975,Brownside
1180,AGT031,Scott Richards,Technical Support,2025-05-03 19:59:37,2602,Inbound,4.7,Complaint,Dropped,418,001-793-643-1886,Port Jamesfort
1181,AGT032,Barbara Shaw,General Inquiry,2025-01-25 12:59:09,1793,Outbound,3.3,Complaint,Escalated,775,943.634.1829,Jeffreyberg
1182,AGT033,Heather Anderson,Billing,2025-01-18 23:46:52,1298,Inbound,2.0,Product Info,Dropped,263,796.730.1115x850,Port Jessica
1183,AGT034,Brandon Brown,Technical Support,2025-05-07 09:28:19,1332,Outbound,1.9,Payment Issue,Escalated,493,742-247-7253x30869,East Ashleymouth
1184,AGT035,Jasmine Kline,Account Management,2025-03-01 21:45:36,427,Inbound,1.1,Complaint,Dropped,507,+1-842-671-0021x626,Port Kimberlytown
1185,AGT036,Jane Williams,Technical Support,2025-01-24 21:56:17,330,Outbound,3.0,Product Info,Resolved,231,823-224-1994,New Williamborough
1186,AGT037,Amanda Silva,Billing,2025-01-25 02:16:57,3133,Inbound,3.3,Order Status,Escalated,46,311.591.3932,Callahanfort
1187,AGT038,Brenda Berry,Sales,2025-03-24 07:43:15,3443,Inbound,3.5,Technical Fault,Resolved,604,954-345-4392x643,North Joshua
1188,AGT039,Carolyn Rodriguez,General Inquiry,2025-05-21 15:36:18,2013,Outbound,1.8,Complaint,Resolved,194,(808)897-2252,Silvachester
1189,AGT040,Denise Foley,Technical Support,2025-03-17 07:22:40,3349,Outbound,2.2,Product Info,Follow-up Required,866,7629787090,Port Briannaview
1190,AGT041,Tiffany Torres,Sales,2025-06-11 15:09:32,2282,Outbound,3.4,Technical Fault,Follow-up Required,505,+1-506-957-9128,Port Michaelchester
1191,AGT042,Michael Kelly,Billing,2025-06-18 20:06:49,1848,Inbound,4.0,Account Access,Dropped,886,461-802-5388x1069,Port Jonathan
1192,AGT043,Emma Lewis,Technical Support,2025-04-13 20:39:41,1321,Outbound,4.9,Payment Issue,Dropped,423,001-465-499-1353,New Fernandofort
1193,AGT044,Susan Marquez,Billing,2025-03-03 22:24:15,3214,Inbound,4.0,Payment Issue,Dropped,644,+1-639-869-4822x3791,Sheltonburgh
1194,AGT045,Seth Kelley,General Inquiry,2025-03-01 01:25:52,3525,Inbound,4.1,Product Info,Resolved,494,001-432-744-7024x13252,Brandonmouth
1195,AGT046,Rachel Jimenez,Technical Support,2025-06-10 03:09:43,3568,Outbound,3.2,Product Info,Resolved,274,616.584.9510,Karenhaven
1196,AGT047,Adam Golden,Account Management,2025-06-01 07:15:28,818,Outbound,4.9,Payment Issue,Resolved,571,(999)699-3787,South Debbie
1197,AGT048,Brian Hughes,General Inquiry,2025-04-07 12:22:25,35,Inbound,2.4,Account Access,Resolved,746,611.247.3419x5690,South Edward
1198,AGT049,Kimberly Hunter,Sales,2025-04-09 18:12:14,3450,Outbound,2.8,Product Info,Dropped,685,+1-793-926-3592,Jeffland
1199,AGT050,Elizabeth Navarro,Technical Support,2025-06-05 04:06:45,2496,Outbound,3.7,Complaint,Resolved,662,6753630090,Staceymouth
1200,AGT001,Blake Sawyer,Account Management,2025-02-24 14:42:20,41,Inbound,1.2,Payment Issue,Escalated,848,682-615-8825x055,Port Erica
1201,AGT002,Ronald Hamilton,Sales,2025-05-01 09:22:38,1336,Inbound,4.6,Payment Issue,Follow-up Required,18,955.285.0006x2644,South Rachelborough
1202,AGT003,Jonathan Melendez,General Inquiry,2025-02-23 10:43:33,3259,Inbound,3.8,Network Problem,Escalated,83,(818)969-2482x34800,Michaelburgh
1203,AGT004,Joy Robinson,Technical Support,2025-01-02 11:52:22,2440,Inbound,2.5,Technical Fault,Escalated,785,742.262.1064,Lake Karen
1204,AGT005,Mrs. Katrina Sanchez,Technical Support,2025-02-05 11:58:11,2134,Outbound,2.5,Technical Fault,Dropped,700,(353)982-0032x01053,Roblesfort
1205,AGT006,Trevor Dixon,Billing,2025-03-01 03:09:21,2733,Outbound,2.8,Account Access,Resolved,155,001-407-315-0093,South Donnaton
1206,AGT007,Andrew Mclaughlin,Sales,2025-06-02 07:59:14,674,Outbound,3.4,Product Info,Resolved,391,344.820.1901,New Jacqueline
1207,AGT008,Sarah Callahan,Account Management,2025-02-24 06:36:24,2935,Inbound,3.4,Technical Fault,Escalated,739,330-571-5795,Lake Jonathan
1208,AGT009,Kent Ross,Sales,2025-03-03 14:35:53,2982,Outbound,2.7,Network Problem,Resolved,194,910-675-1959,Cherylville
1209,AGT010,Sharon Smith,Sales,2025-06-21 03:52:22,1109,Outbound,4.4,Account Access,Resolved,780,5863673212,North Raymond
1210,AGT011,Jeanne Barrett,Account Management,2025-05-24 14:13:55,204,Inbound,3.0,Account Access,Dropped,43,(490)927-4073x926,South Veronicaburgh
1211,AGT012,Mr. Jacob Smith,Billing,2025-06-16 20:03:17,2813,Outbound,3.9,Account Access,Resolved,553,4829768928,Rileyburgh
1212,AGT013,Anne Martinez,Technical Support,2025-02-08 17:22:46,353,Outbound,1.4,Order Status,Escalated,830,444.606.0835,East Michelle
1213,AGT014,Jimmy Alvarez,Account Management,2025-03-18 18:02:08,440,Outbound,1.4,Account Access,Follow-up Required,566,+1-241-607-7323x07941,East Patriciaville
1214,AGT015,Sheryl Chapman,General Inquiry,2025-01-26 16:29:52,222,Inbound,2.4,Technical Fault,Dropped,246,775.572.4045,South Matthewbury
1215,AGT016,Laura Snyder,Billing,2025-01-30 21:11:15,486,Outbound,3.4,Complaint,Resolved,302,001-981-634-7732x122,Lake Stevenmouth
1216,AGT017,Roberto White,Technical Support,2025-04-14 19:27:31,631,Inbound,1.1,Network Problem,Dropped,694,882.394.2098x5794,East Steven
1217,AGT018,Shaun Hernandez,Account Management,2025-05-28 20:52:44,1985,Outbound,4.8,Product Info,Follow-up Required,303,+1-532-427-2500,Thompsonhaven
1218,AGT019,Caleb Rogers,Billing,2025-01-02 03:33:38,3567,Inbound,3.1,Order Status,Escalated,655,826.711.9751,East Jenniferhaven
1219,AGT020,Heather Bush,Billing,2025-02-16 03:05:18,1847,Inbound,4.0,Product Info,Dropped,763,9109695852,Charlesburgh
1220,AGT021,James Chavez,General Inquiry,2025-06-23 12:46:44,2374,Outbound,2.4,Network Problem,Follow-up Required,431,549.749.9136,Nortonfurt
1221,AGT022,Michelle Khan,Account Management,2025-06-27 00:14:17,1701,Outbound,1.5,Complaint,Escalated,254,(726)861-5889x7024,Ginamouth
1222,AGT023,Ricky Smith,General Inquiry,2025-01-11 03:59:31,1569,Inbound,4.7,Product Info,Escalated,13,+1-948-460-5686x002,West Aaron
1223,AGT024,Angela Pham,Account Management,2025-01-01 14:33:40,331,Outbound,4.0,Product Info,Resolved,132,746.864.9271,South Georgemouth
1224,AGT025,Javier Peters,Account Management,2025-04-01 15:40:02,3359,Outbound,3.2,Complaint,Resolved,221,+1-288-831-7022x443,East Barbaraberg
1225,AGT026,Joshua Cook,General Inquiry,2025-06-25 17:17:17,1673,Inbound,1.2,Technical Fault,Resolved,402,482-592-6634x89428,Wendyland
1226,AGT027,Lori Day,Billing,2025-01-19 11:31:56,1652,Inbound,2.6,Complaint,Resolved,379,(319)258-5208x57269,Johnstad
1227,AGT028,Michael Shah,Technical Support,2025-05-31 12:09:19,3023,Outbound,3.1,Order Status,Resolved,662,729.326.5550,Nicholaston
1228,AGT029,Lisa Morgan,Sales,2025-04-19 01:02:55,3460,Inbound,1.0,Account Access,Resolved,11,7872540078,New Karenstad
1229,AGT030,Jose Lopez,General Inquiry,2025-02-12 04:54:29,209,Inbound,3.4,Network Problem,Resolved,824,+1-311-849-6475x495,Leeport
1230,AGT031,Vicki Allen,Billing,2025-06-28 10:24:16,616,Inbound,2.5,Payment Issue,Follow-up Required,347,+1-508-423-2569,Collinsshire
1231,AGT032,Clinton Lopez,Technical Support,2025-06-12 01:41:52,3173,Outbound,4.8,Technical Fault,Follow-up Required,582,(925)899-2984x921,Tracychester
1232,AGT033,Rhonda Martin,General Inquiry,2025-06-02 17:49:05,1531,Inbound,1.9,Payment Issue,Escalated,401,284.890.3708x7706,Aarontown
1233,AGT034,Elizabeth Rojas,Billing,2025-05-07 12:03:44,2582,Outbound,3.9,Complaint,Resolved,136,(465)454-0969,Ashleyborough
1234,AGT035,April Fields,Sales,2025-01-12 06:15:56,3367,Outbound,4.8,Product Info,Follow-up Required,263,+1-739-850-9027x3539,Lake Angela
1235,AGT036,Andrew Garcia,General Inquiry,2025-06-18 17:08:00,591,Outbound,1.2,Product Info,Follow-up Required,710,+1-764-390-3703x575,West Lauren
1236,AGT037,Jordan Lopez,Sales,2025-01-31 08:36:32,952,Inbound,3.1,Payment Issue,Resolved,645,+1-264-784-4646x6540,New Jennifer
1237,AGT038,Bradley Blair,General Inquiry,2025-06-02 03:42:05,2468,Inbound,2.6,Order Status,Follow-up Required,542,(547)903-0163x596,Brettville
1238,AGT039,Elizabeth Frank,Sales,2025-02-10 10:35:07,3466,Outbound,4.4,Technical Fault,Follow-up Required,407,(775)372-2169x86060,Christinaton
1239,AGT040,Stephanie Stewart,Technical Support,2025-05-03 13:38:37,3581,Inbound,1.7,Technical Fault,Follow-up Required,152,224.422.7262x9768,New Cynthia
1240,AGT041,Daniel Keith,Account Management,2025-06-18 06:26:40,2555,Inbound,3.0,Product Info,Dropped,389,7503128875,South Randy
1241,AGT042,Justin Smith,Technical Support,2025-01-20 00:08:52,3354,Inbound,2.6,Technical Fault,Dropped,860,+1-525-548-9132,Lake Coreyview
1242,AGT043,Tyler Booth,Sales,2025-01-09 05:18:02,2249,Outbound,2.7,Complaint,Resolved,303,763.847.4637x001,Lake Nicoleshire
1243,AGT044,Travis Lopez,Technical Support,2025-03-22 00:16:13,3133,Inbound,2.7,Complaint,Resolved,134,(331)518-1007x50037,Randallborough
1244,AGT045,Gloria Glenn,Sales,2025-01-16 00:05:51,3305,Inbound,5.0,Product Info,Follow-up Required,27,274.956.1736x2636,Michaelhaven
1245,AGT046,Katherine Gutierrez,Sales,2025-03-31 00:51:39,845,Inbound,3.7,Payment Issue,Dropped,235,246.948.8129,Evanborough
1246,AGT047,Kathleen Hernandez,Account Management,2025-01-13 22:39:02,2065,Outbound,4.2,Product Info,Dropped,55,001-641-793-1785,Nathanielport
1247,AGT048,Shawn Fuller,General Inquiry,2025-05-29 08:22:39,1832,Outbound,3.3,Product Info,Escalated,183,728.680.9483x480,Wallacefort
1248,AGT049,Xavier Black,Sales,2025-05-25 21:52:40,337,Outbound,1.8,Account Access,Follow-up Required,314,699.945.1936,Austintown
1249,AGT050,Jason Charles,General Inquiry,2025-04-20 01:28:56,1116,Outbound,1.2,Complaint,Follow-up Required,749,(816)460-2677,Hancockside
1250,AGT001,Rhonda Daniel,Technical Support,2025-01-03 13:58:38,427,Inbound,3.7,Product Info,Dropped,597,001-392-870-6440,New Alexanderfort
1251,AGT002,Jose Webster,Sales,2025-01-30 11:46:48,2990,Outbound,2.8,Account Access,Resolved,776,521.789.9608x54019,Andrewchester
1252,AGT003,Melissa Peterson,Account Management,2025-03-06 20:57:39,3075,Inbound,4.7,Technical Fault,Dropped,594,928.313.8901x29807,Smithtown
1253,AGT004,Mckenzie Glass,Account Management,2025-01-15 03:13:10,1382,Outbound,2.6,Payment Issue,Escalated,199,+1-578-561-2079,Ericside
1254,AGT005,Tonya Lewis,General Inquiry,2025-03-08 15:07:28,2057,Inbound,2.1,Order Status,Dropped,405,842.284.5565x685,Nicholasmouth
1255,AGT006,Vanessa Cardenas,Sales,2025-05-10 01:55:53,2842,Outbound,2.9,Technical Fault,Escalated,248,6449956917,Port Jesseshire
1256,AGT007,Donald Taylor,Account Management,2025-01-28 11:25:59,3312,Inbound,3.9,Account Access,Follow-up Required,250,001-651-552-0624x340,Brownstad
1257,AGT008,Sheryl Hernandez,Billing,2025-06-16 05:21:25,2338,Outbound,1.7,Payment Issue,Follow-up Required,442,319-848-6111,New Thomas
1258,AGT009,John Mccarthy,Technical Support,2025-02-02 20:42:19,918,Outbound,1.8,Technical Fault,Escalated,706,+1-409-406-6360x14407,Christopherside
1259,AGT010,Luke Wilson,Technical Support,2025-05-18 12:53:14,3250,Outbound,3.7,Network Problem,Dropped,296,455-820-7302,New David
1260,AGT011,Melissa Cuevas,Billing,2025-01-03 17:41:03,792,Inbound,4.5,Network Problem,Follow-up Required,245,367-951-8185x920,West Alyssafort
1261,AGT012,Laura Crawford,Account Management,2025-02-16 12:41:35,3322,Inbound,4.6,Complaint,Dropped,632,001-918-776-3412,Jamesview
1262,AGT013,Jacob Carr,Sales,2025-05-03 05:50:10,707,Outbound,2.8,Network Problem,Escalated,229,604.833.5561x431,Perezshire
1263,AGT014,Rebecca Boyer,Technical Support,2025-03-28 11:56:08,221,Inbound,1.5,Order Status,Escalated,22,(693)928-5450,Washingtonfurt
1264,AGT015,Patricia Cooper,Sales,2025-05-25 01:37:51,2851,Inbound,5.0,Payment Issue,Dropped,631,001-840-834-5171x02787,Hodgeport
1265,AGT016,Dominique Harris,Technical Support,2025-01-29 09:07:44,3147,Inbound,4.2,Account Access,Follow-up Required,300,(473)243-6968,North Dustin
1266,AGT017,David Hood,Technical Support,2025-04-14 04:57:38,1246,Inbound,3.0,Payment Issue,Escalated,622,+1-844-490-9471x452,West Patricia
1267,AGT018,Tony Stone,Account Management,2025-03-30 08:03:38,1387,Outbound,4.3,Technical Fault,Resolved,336,724-260-4999x09313,Dianehaven
1268,AGT019,Angela Bryant,Sales,2025-01-06 20:40:19,549,Outbound,4.6,Payment Issue,Dropped,331,885-748-4245x375,Evelynfurt
1269,AGT020,Lauren Rogers,General Inquiry,2025-02-13 15:55:28,2855,Inbound,3.4,Payment Issue,Escalated,564,+1-887-958-6342x46793,Laurieton
1270,AGT021,Joseph Morgan,Billing,2025-04-08 22:15:50,150,Outbound,1.0,Technical Fault,Dropped,807,(520)878-1241x118,Christinaberg
1271,AGT022,Angela Edwards,Technical Support,2025-01-13 20:50:39,904,Inbound,3.7,Network Problem,Dropped,640,520-280-3886,Rebeccaborough
1272,AGT023,Stacy Cole,Technical Support,2025-01-10 11:49:40,2048,Inbound,2.8,Complaint,Escalated,208,001-385-974-5128x347,North Erica
1273,AGT024,Anthony Huff,Account Management,2025-05-16 14:37:59,3003,Outbound,3.0,Payment Issue,Dropped,411,001-587-299-3126x210,North Kimberlyborough
1274,AGT025,Nicole Henderson,Account Management,2025-05-24 19:44:41,145,Outbound,4.7,Complaint,Resolved,212,841-830-7039x635,Johnsborough
1275,AGT026,Ryan Silva,Billing,2025-02-16 14:41:03,1005,Outbound,2.5,Payment Issue,Follow-up Required,629,245-706-0631x394,Lake Robert
1276,AGT027,Denise Howard,Technical Support,2025-03-25 20:45:11,2585,Outbound,3.0,Product Info,Escalated,645,915.948.4438x9368,Lake Meghanfurt
1277,AGT028,Keith Francis,Billing,2025-01-29 05:50:24,3011,Outbound,4.3,Order Status,Dropped,810,2849355374,Terrenceberg
1278,AGT029,Robert Green,Billing,2025-03-23 04:59:31,571,Outbound,4.6,Product Info,Resolved,691,(641)455-1123,Dorisshire
