loan_id,customer_id,customer_name,age,income,credit_score,loan_amount,loan_term_months,interest_rate,loan_purpose,loan_type,region,employment_status,debt_to_income_ratio,loan_status,approval_date,funded_date
413,CUST0413,Teresa Bryant,22,48878,448,252290,60,8.07,Auto,Auto,North,Employed,12.6,Rejected,2023-06-18,
414,CUST0414,Caroline Carter,47,185947,833,155192,60,4.1,Auto,Student,West,Employed,40.9,Under Review,2024-08-13,
415,CUST0415,Matthew Nelson,64,160830,592,107103,12,11.73,Debt Consolidation,Mortgage,Central,Self-Employed,30.4,Rejected,2023-04-20,
416,CUST0416,Alexander Sanchez,45,87719,300,87546,12,13.97,Education,Student,West,Self-Employed,41.2,Rejected,2023-08-14,
417,CUST0417,Gina Brown,26,48636,591,385705,60,13.11,Education,Mortgage,Central,Self-Employed,23.9,Under Review,2023-01-27,
418,CUST0418,Bailey Davis,47,175708,304,141895,24,7.77,Home,Business,East,Unemployed,14.3,Rejected,2024-09-15,
419,CUST0419,Felicia Curtis,54,92552,850,431323,60,6.13,Business,Business,West,Self-Employed,27.7,Approved,2023-03-17,2025-05-19
420,CUST0420,Nicole Perez,43,145284,771,475036,60,12.55,Education,Personal,West,Self-Employed,29.3,Approved,2023-04-29,2024-10-24
421,CUST0421,Margaret Hunt,65,85274,623,221229,36,8.92,Education,Mortgage,East,Employed,10.4,Approved,2023-04-05,2024-06-26
422,CUST0422,Robert Davis,43,44930,482,254852,36,7.21,Education,Mortgage,South,Retired,45.8,Rejected,2024-07-21,
423,CUST0423,Kelly Williams,37,88453,571,113411,24,5.63,Personal,Auto,South,Employed,20.0,Approved,2023-11-16,2024-04-26
424,CUST0424,Randall Ross,27,198912,804,326822,12,11.52,Home,Student,East,Unemployed,31.7,Approved,2023-03-06,2024-09-13
425,CUST0425,Maria Haynes,58,97019,802,100877,60,6.44,Personal,Mortgage,North,Retired,18.9,Approved,2024-09-26,2025-04-05
426,CUST0426,Jamie Lewis,52,166759,333,268441,36,7.63,Auto,Student,North,Retired,37.5,Under Review,2024-08-15,
427,CUST0427,Joseph Hill,22,28098,515,203929,60,4.56,Education,Mortgage,Central,Unemployed,24.5,Under Review,2023-03-26,
428,CUST0428,David Kline,52,185716,651,196849,24,8.74,Debt Consolidation,Auto,East,Retired,18.4,Approved,2024-10-31,2025-05-06
429,CUST0429,Brittney Smith,33,174791,434,306933,24,12.05,Auto,Business,West,Retired,38.8,Approved,2024-10-26,2024-12-19
430,CUST0430,Andrea Hunter,31,148990,309,97593,48,8.75,Debt Consolidation,Business,Central,Unemployed,49.8,Rejected,2024-07-17,
431,CUST0431,James Martinez V,41,90791,348,213877,12,10.75,Education,Student,North,Retired,12.4,Rejected,2023-10-21,
432,CUST0432,Nicole Jones,38,119624,668,298784,60,13.28,Home,Student,North,Unemployed,20.3,Under Review,2023-07-22,
433,CUST0433,Jose Oliver,60,77155,478,414106,36,7.23,Business,Student,North,Retired,36.9,Rejected,2024-04-25,
434,CUST0434,Robert Gray,51,190599,448,460217,24,10.23,Business,Business,Central,Retired,47.1,Rejected,2023-09-17,
435,CUST0435,Melvin Ponce,26,45738,465,185158,24,6.79,Debt Consolidation,Auto,Central,Retired,36.1,Under Review,2024-08-18,
436,CUST0436,Andrew Benson,50,120201,833,241080,48,5.26,Auto,Mortgage,East,Employed,44.2,Under Review,2023-11-05,
437,CUST0437,John Simpson,47,52003,397,38445,48,9.26,Business,Business,North,Employed,11.1,Under Review,2023-03-07,
438,CUST0438,Kevin Robinson,31,47101,699,167199,24,6.1,Debt Consolidation,Mortgage,South,Self-Employed,21.4,Approved,2024-10-12,2024-11-17
439,CUST0439,Jessica Williams,64,118543,633,458111,48,8.41,Education,Business,West,Self-Employed,44.8,Rejected,2023-02-09,
440,CUST0440,Kimberly Glover,56,71409,767,335850,60,8.07,Personal,Auto,East,Retired,35.6,Approved,2024-04-20,2025-04-14
441,CUST0441,William Martin DDS,27,140831,615,196775,48,6.23,Home,Business,South,Unemployed,22.1,Approved,2024-08-13,2024-12-22
442,CUST0442,John Robinson,56,27180,803,401085,48,6.65,Education,Business,South,Employed,40.6,Rejected,2024-08-16,
443,CUST0443,Robert Estrada,34,132934,747,211963,24,5.21,Business,Student,South,Unemployed,39.5,Approved,2024-09-04,2024-09-11
444,CUST0444,Misty Flores,62,87799,829,405838,60,11.98,Education,Business,East,Retired,37.4,Approved,2024-08-04,2025-01-26
445,CUST0445,Alexis Graham,26,72816,439,156831,12,10.19,Education,Business,West,Self-Employed,34.7,Under Review,2024-04-11,
446,CUST0446,Rita Delgado,31,38010,847,16602,24,13.71,Auto,Student,North,Self-Employed,21.3,Approved,2024-01-30,2024-06-28
447,CUST0447,Nicole Holmes,27,64500,315,263777,24,7.09,Business,Auto,West,Employed,22.5,Under Review,2023-09-20,
448,CUST0448,Michael Ray,31,39690,572,411665,48,4.25,Auto,Auto,West,Employed,28.8,Approved,2024-12-30,2025-01-21
449,CUST0449,Ruth Neal,37,125872,753,134584,12,5.59,Home,Business,South,Retired,39.4,Approved,2023-03-25,2024-07-14
450,CUST0450,Michele Gallegos,41,109689,462,334863,12,11.32,Home,Auto,West,Unemployed,32.0,Approved,2024-04-13,2024-08-24
451,CUST0451,Matthew Peters,25,199770,523,64207,24,10.15,Auto,Auto,Central,Employed,23.0,Under Review,2023-06-08,
452,CUST0452,Victoria Rice,37,27340,343,309651,48,10.73,Home,Mortgage,South,Retired,16.2,Approved,2024-12-05,2025-01-07
453,CUST0453,Robert Woods PhD,61,113715,361,36339,36,10.27,Home,Mortgage,West,Self-Employed,38.1,Under Review,2024-09-18,
454,CUST0454,Nancy Davis,57,193990,655,427327,48,11.2,Business,Auto,South,Unemployed,10.9,Under Review,2024-12-27,
455,CUST0455,Steven Scott,53,139688,601,289548,48,5.49,Education,Auto,West,Unemployed,17.5,Under Review,2024-05-26,
456,CUST0456,Ronald Oliver,60,170364,464,41111,60,5.13,Education,Business,East,Retired,21.8,Approved,2024-01-21,2024-02-02
457,CUST0457,Deanna Alvarez,62,157633,688,389647,24,12.77,Education,Business,South,Unemployed,34.8,Under Review,2023-06-14,
458,CUST0458,Denise Reyes,64,166284,696,104546,60,10.67,Auto,Business,East,Unemployed,40.6,Under Review,2024-10-26,
459,CUST0459,Amy Roberts,42,53957,398,279307,12,3.96,Auto,Personal,South,Employed,47.5,Under Review,2024-07-08,
460,CUST0460,John Holland,28,33340,697,349940,48,9.02,Education,Personal,East,Self-Employed,38.1,Under Review,2024-10-10,
461,CUST0461,Dr. Mitchell Melton,26,28430,513,348801,48,13.25,Business,Personal,East,Retired,43.3,Rejected,2023-04-07,
462,CUST0462,Andrea Ramirez,25,186725,572,282359,12,11.21,Home,Mortgage,Central,Employed,43.4,Approved,2023-04-04,2024-08-02
463,CUST0463,Brandi Jones,36,164371,694,104331,24,9.03,Debt Consolidation,Mortgage,Central,Retired,20.0,Under Review,2023-03-27,
464,CUST0464,Donna Meyer,62,176142,666,358628,48,10.88,Home,Mortgage,South,Retired,27.1,Approved,2024-09-03,2024-11-27
465,CUST0465,Alan Jackson,64,66465,846,319528,48,13.3,Personal,Auto,East,Retired,46.1,Rejected,2024-11-15,
466,CUST0466,Michael Sanchez,49,109790,546,300250,60,5.75,Debt Consolidation,Auto,East,Retired,40.6,Under Review,2024-02-17,
467,CUST0467,Christopher Lucas,47,25051,335,154150,60,3.67,Education,Personal,East,Self-Employed,15.4,Under Review,2024-10-17,
468,CUST0468,Natalie Smith,42,30688,582,486879,60,8.87,Personal,Mortgage,North,Employed,32.8,Under Review,2024-11-21,
469,CUST0469,Yolanda Rice,31,61282,571,197457,60,6.12,Education,Personal,Central,Retired,20.2,Rejected,2024-07-26,
470,CUST0470,Sandra Moore,35,45237,632,420710,48,5.32,Debt Consolidation,Business,North,Unemployed,43.0,Approved,2023-09-01,2024-08-16
471,CUST0471,Christina Shepherd,58,125020,380,414008,12,13.18,Business,Student,North,Self-Employed,23.4,Rejected,2023-01-19,
472,CUST0472,Christina Lee,60,27997,691,33378,36,9.01,Personal,Mortgage,East,Self-Employed,22.8,Approved,2024-02-02,2024-06-16
473,CUST0473,Kimberly Hall,65,127991,756,399705,60,9.54,Business,Auto,West,Self-Employed,13.6,Approved,2023-06-10,2024-12-19
474,CUST0474,Gregory Saunders,30,113124,384,254484,60,11.33,Education,Personal,West,Retired,31.9,Rejected,2024-12-06,
475,CUST0475,Anthony Mitchell,30,60355,792,298232,24,8.62,Auto,Business,Central,Self-Employed,36.1,Approved,2024-11-30,2025-03-19
476,CUST0476,Derek Ramirez,39,137739,631,363999,60,4.44,Business,Auto,East,Self-Employed,36.9,Approved,2024-01-19,2024-02-29
477,CUST0477,Angela Gonzalez,60,196811,324,408534,36,5.28,Business,Business,South,Retired,24.0,Approved,2024-04-28,2025-04-11
478,CUST0478,Sarah Wolfe,36,77346,682,86784,12,4.68,Personal,Mortgage,East,Employed,12.2,Approved,2024-07-10,2025-04-16
479,CUST0479,Douglas Smith,29,104984,760,252039,12,6.98,Auto,Mortgage,Central,Unemployed,39.6,Approved,2023-07-17,2024-05-28
480,CUST0480,Robert Lopez,61,62053,318,202450,60,13.01,Education,Mortgage,North,Unemployed,31.1,Under Review,2023-02-20,
481,CUST0481,Gregory Brennan,61,96114,354,248773,12,4.2,Debt Consolidation,Auto,North,Employed,36.4,Under Review,2024-04-20,
482,CUST0482,Kim Houston,63,126324,536,204597,60,13.75,Education,Student,Central,Employed,14.0,Approved,2023-04-12,2024-10-07
483,CUST0483,Jeanne Smith,54,145058,322,25841,24,13.18,Business,Student,South,Employed,22.2,Under Review,2024-04-20,
484,CUST0484,Steven Barnett,44,118160,609,128839,60,6.4,Education,Student,North,Unemployed,12.5,Approved,2023-11-30,2024-03-05
485,CUST0485,Ronald Johnson,43,127982,440,51029,48,8.97,Debt Consolidation,Mortgage,West,Self-Employed,37.1,Rejected,2023-12-05,
486,CUST0486,Michael Newman,49,106889,637,240494,60,4.88,Personal,Business,South,Self-Employed,36.1,Approved,2023-02-26,2025-02-14
487,CUST0487,William Rich,55,60455,740,481578,24,10.39,Auto,Auto,North,Employed,32.6,Approved,2024-05-14,2024-10-26
488,CUST0488,Kim Collins,31,32728,626,466442,48,13.59,Debt Consolidation,Auto,South,Self-Employed,22.1,Approved,2024-05-28,2025-01-16
489,CUST0489,Marvin Leach,33,31867,573,322511,60,9.93,Auto,Personal,East,Employed,33.9,Rejected,2024-02-26,
490,CUST0490,Michelle Guerra,52,60150,814,448620,60,8.42,Auto,Student,West,Retired,36.0,Approved,2024-04-13,2025-05-30
491,CUST0491,David Rodriguez,34,84316,333,219218,12,13.22,Auto,Mortgage,South,Employed,48.0,Approved,2024-09-29,2024-11-25
492,CUST0492,Joseph Cook,50,186758,801,365638,36,12.6,Business,Student,North,Retired,45.5,Rejected,2024-06-06,
493,CUST0493,Bryan Wells,47,185302,849,280372,12,8.97,Home,Mortgage,Central,Retired,28.1,Approved,2024-04-02,2025-03-02
494,CUST0494,Karla Shelton,24,171197,696,275599,12,5.49,Education,Auto,West,Self-Employed,27.6,Approved,2024-02-18,2025-02-25
495,CUST0495,Heather Moore,61,39299,829,478786,24,8.37,Home,Business,North,Self-Employed,35.8,Under Review,2023-06-04,
496,CUST0496,Eddie Atkinson,56,60469,702,221824,36,8.23,Personal,Mortgage,West,Employed,17.2,Approved,2023-12-21,2025-05-31
497,CUST0497,Miguel Ayala,38,109954,467,381635,12,4.46,Debt Consolidation,Auto,North,Retired,38.2,Rejected,2024-03-02,
498,CUST0498,Nathaniel Martin,54,185451,463,203536,60,7.5,Education,Business,South,Self-Employed,40.7,Rejected,2023-02-16,
499,CUST0499,Crystal Nielsen,33,38450,729,166513,36,11.17,Education,Mortgage,North,Self-Employed,48.4,Rejected,2024-05-28,
500,CUST0500,Deborah Ramirez,22,188200,559,11400,48,8.73,Home,Business,West,Self-Employed,29.9,Under Review,2023-07-26,
