sale_id,date,sales_rep_id,sales_rep_name,region,territory,product_category,customer_id,deal_size,deal_value,commission_rate,commission_amount,target_amount,target_achievement_pct,fiscal_quarter,fiscal_year,deal_stage,days_to_close,forecast_category
305,2025-01-03,REP06,Iris Chen,South Asia,Lake Kathryn Territory,Hardware,CUST0305,Medium,488130.28,0.069,33680.99,640620.0,124.3,Q2,2025,Closed Won,37,Best Case
306,2025-03-31,REP07,Eve Davis,EMEA,Greenehaven Territory,Consulting,CUST0306,Enterprise,16486.45,0.061,1005.67,20990.69,0.0,Q1,2025,Qualification,,Best Case
307,2024-10-02,REP08,Henry Wilson,South Asia,Morrisonfort Territory,Cloud Platform,CUST0307,Large,31030.17,0.026,806.78,31935.86,42.6,Q2,2024,Negotiation,,Omitted
308,2025-11-15,REP09,Jack Taylor,APAC,Stanleyshire Territory,Software,CUST0308,Small,150317.51,0.075,11273.81,222463.35,10.2,Q3,2025,Proposal,,Commit
309,2025-08-17,REP10,Bob Smith,APAC,Brooksmouth Territory,Cloud Platform,CUST0309,Medium,443666.5,0.093,41260.98,328495.84,62.0,Q4,2025,Negotiation,,Omitted
310,2025-07-03,REP01,Diana Prince,South Asia,Robertfort Territory,Hardware,CUST0310,Large,47913.75,0.058,2779.0,48177.08,46.5,Q2,2025,Negotiation,,Pipeline
311,2025-02-28,REP02,Charlie Brown,North America,Pearsonton Territory,Consulting,CUST0311,Enterprise,198014.23,0.042,8316.6,188686.25,0.0,Q3,2025,Closed Lost,,Best Case
312,2024-11-10,REP03,Henry Wilson,EMEA,South Dillonview Territory,Services,CUST0312,Enterprise,261900.74,0.049,12833.14,328597.76,37.2,Q3,2024,Proposal,,Pipeline
313,2024-10-11,REP04,Bob Smith,North America,New Adrianborough Territory,Hardware,CUST0313,Medium,310933.93,0.032,9949.89,310902.77,52.4,Q2,2024,Negotiation,,Omitted
314,2024-08-11,REP05,Charlie Brown,North America,Michelleborough Territory,Cloud Platform,CUST0314,Large,423559.77,0.03,12706.79,397922.9,19.4,Q4,2024,Proposal,,Pipeline
315,2024-12-30,REP06,Charlie Brown,South Asia,Fletcherburgh Territory,Cloud Platform,CUST0315,Medium,428267.5,0.094,40257.14,303413.92,101.6,Q1,2024,Closed Won,33,Omitted
316,2024-04-29,REP07,Bob Smith,APAC,Zamoratown Territory,Services,CUST0316,Medium,377843.81,0.082,30983.19,432867.23,100.9,Q2,2024,Closed Won,114,Pipeline
317,2025-03-26,REP08,Eve Davis,North America,Simsview Territory,Services,CUST0317,Large,146575.51,0.046,6742.47,209276.29,0.0,Q1,2025,Prospecting,,Pipeline
318,2025-01-05,REP09,Iris Chen,North America,South Saraview Territory,Hardware,CUST0318,Medium,145368.76,0.029,4215.69,104206.82,0.0,Q2,2025,Qualification,,Omitted
319,2025-12-17,REP10,Bob Smith,APAC,Riversville Territory,Software,CUST0319,Medium,91480.66,0.083,7592.89,92502.89,128.8,Q2,2025,Closed Won,23,Upside
320,2024-01-15,REP01,Diana Prince,EMEA,Morahaven Territory,Consulting,CUST0320,Large,39144.05,0.056,2192.07,41255.34,34.4,Q2,2024,Proposal,,Commit
321,2024-12-12,REP02,Eve Davis,Latin America,Coryhaven Territory,Cloud Platform,CUST0321,Large,336972.51,0.035,11794.04,329712.05,47.7,Q3,2024,Negotiation,,Omitted
322,2024-07-08,REP03,Iris Chen,North America,North Kelsey Territory,Hardware,CUST0322,Medium,44977.07,0.028,1259.36,41887.63,15.6,Q3,2024,Proposal,,Pipeline
323,2024-03-20,REP04,Grace Lee,APAC,North Laurachester Territory,Services,CUST0323,Medium,287381.68,0.026,7471.92,344316.3,41.2,Q2,2024,Negotiation,,Commit
324,2024-01-01,REP05,Iris Chen,South Asia,Fergusonborough Territory,Hardware,CUST0324,Large,209102.83,0.078,16310.02,183933.15,17.3,Q4,2024,Proposal,,Omitted
325,2025-05-04,REP06,Alice Johnson,Latin America,Brianberg Territory,Consulting,CUST0325,Enterprise,336384.06,0.071,23883.27,349679.54,0.0,Q3,2025,Qualification,,Omitted
326,2024-02-22,REP07,Henry Wilson,APAC,West Elizabeth Territory,Services,CUST0326,Medium,36191.38,0.058,2099.1,53594.02,80.0,Q2,2024,Negotiation,,Best Case
327,2024-07-14,REP08,Iris Chen,EMEA,Fowlerton Territory,Hardware,CUST0327,Enterprise,122284.76,0.05,6114.24,145995.75,104.0,Q2,2024,Closed Won,59,Best Case
328,2024-01-06,REP09,Charlie Brown,South Asia,Sullivanbury Territory,Cloud Platform,CUST0328,Large,431517.65,0.051,22007.4,342379.15,33.8,Q3,2024,Proposal,,Commit
329,2025-05-22,REP10,Iris Chen,North America,Johnsonburgh Territory,Software,CUST0329,Small,205439.0,0.044,9039.32,218764.24,36.7,Q3,2025,Proposal,,Pipeline
330,2025-07-15,REP01,Jack Taylor,Latin America,Nancytown Territory,Cloud Platform,CUST0330,Small,136854.45,0.025,3421.36,191437.62,62.3,Q4,2025,Negotiation,,Commit
331,2024-03-26,REP02,Grace Lee,APAC,South Michele Territory,Hardware,CUST0331,Small,285190.63,0.036,10266.86,250332.08,131.2,Q2,2024,Closed Won,53,Omitted
332,2024-05-05,REP03,Jack Taylor,South Asia,Erikaview Territory,Hardware,CUST0332,Large,90473.78,0.027,2442.79,94619.98,120.7,Q1,2024,Closed Won,20,Best Case
333,2025-08-16,REP04,Charlie Brown,North America,South Rodneyfort Territory,Hardware,CUST0333,Medium,37338.13,0.073,2725.68,28401.71,99.5,Q2,2025,Closed Won,146,Best Case
334,2024-03-12,REP05,Frank Miller,Latin America,Matthewtown Territory,Consulting,CUST0334,Medium,26626.92,0.03,798.81,28098.1,99.8,Q1,2024,Closed Won,122,Best Case
335,2024-08-07,REP06,Iris Chen,Latin America,Michelleside Territory,Services,CUST0335,Small,236838.64,0.065,15394.51,344325.8,23.7,Q1,2024,Proposal,,Pipeline
336,2024-08-26,REP07,Charlie Brown,South Asia,Robertmouth Territory,Hardware,CUST0336,Medium,466870.92,0.074,34548.45,499491.42,71.6,Q4,2024,Negotiation,,Commit
337,2024-05-05,REP08,Henry Wilson,Latin America,Spencerberg Territory,Software,CUST0337,Medium,382852.62,0.025,9571.32,439846.26,0.0,Q1,2024,Closed Lost,,Pipeline
338,2025-10-25,REP09,Jack Taylor,EMEA,Alexbury Territory,Hardware,CUST0338,Small,299354.08,0.071,21254.14,354606.5,0.0,Q2,2025,Prospecting,,Best Case
339,2024-11-19,REP10,Bob Smith,North America,East Eric Territory,Consulting,CUST0339,Medium,297628.19,0.096,28572.31,217582.84,35.8,Q4,2024,Proposal,,Commit
340,2024-04-27,REP01,Diana Prince,Latin America,Lake Sarah Territory,Hardware,CUST0340,Small,189464.2,0.021,3978.75,161482.88,20.7,Q3,2024,Proposal,,Pipeline
341,2024-01-08,REP02,Charlie Brown,EMEA,Lake Brian Territory,Services,CUST0341,Small,331924.64,0.05,16596.23,466746.54,97.0,Q3,2024,Closed Won,19,Pipeline
342,2024-04-28,REP03,Frank Miller,North America,Scottbury Territory,Cloud Platform,CUST0342,Enterprise,440343.9,0.033,14531.35,516855.34,0.0,Q2,2024,Qualification,,Upside
343,2024-10-15,REP04,Henry Wilson,APAC,Lyonsland Territory,Services,CUST0343,Medium,312098.29,0.08,24967.86,412934.68,0.0,Q4,2024,Qualification,,Upside
344,2024-08-25,REP05,Charlie Brown,South Asia,West Tiffany Territory,Hardware,CUST0344,Small,183559.72,0.088,16153.26,257512.12,0.0,Q2,2024,Prospecting,,Pipeline
345,2024-05-14,REP06,Charlie Brown,South Asia,West Debrafurt Territory,Software,CUST0345,Small,391775.78,0.091,35651.6,468593.0,13.7,Q2,2024,Proposal,,Best Case
346,2025-10-24,REP07,Jack Taylor,EMEA,West Mariah Territory,Cloud Platform,CUST0346,Medium,468193.66,0.037,17323.17,524605.8,0.0,Q2,2025,Qualification,,Upside
347,2024-10-23,REP08,Jack Taylor,South Asia,West Dennisfort Territory,Software,CUST0347,Medium,219946.48,0.076,16715.93,189041.68,0.0,Q3,2024,Qualification,,Omitted
348,2025-01-15,REP09,Jack Taylor,APAC,West Philipberg Territory,Consulting,CUST0348,Medium,492464.59,0.06,29547.88,633359.15,91.2,Q1,2025,Closed Won,15,Pipeline
349,2025-09-21,REP10,Henry Wilson,Latin America,Port Joann Territory,Consulting,CUST0349,Large,331860.69,0.052,17256.76,478886.04,95.6,Q4,2025,Closed Won,21,Best Case
350,2024-02-23,REP01,Iris Chen,Latin America,Lake Kevinmouth Territory,Cloud Platform,CUST0350,Small,266895.57,0.078,20817.85,354013.53,0.0,Q4,2024,Qualification,,Omitted
351,2024-07-11,REP02,Diana Prince,EMEA,Garrisonport Territory,Hardware,CUST0351,Medium,159936.98,0.055,8796.53,117333.15,49.4,Q3,2024,Negotiation,,Omitted
352,2025-03-22,REP03,Grace Lee,South Asia,Lake Tinastad Territory,Consulting,CUST0352,Large,185422.37,0.063,11681.61,178121.98,12.6,Q2,2025,Proposal,,Commit
353,2025-05-02,REP04,Iris Chen,EMEA,Smithport Territory,Cloud Platform,CUST0353,Small,75278.88,0.068,5118.96,111215.35,53.7,Q2,2025,Negotiation,,Best Case
354,2025-11-22,REP05,Diana Prince,Latin America,Ambertown Territory,Services,CUST0354,Small,229764.34,0.081,18610.91,167391.46,22.1,Q1,2025,Proposal,,Best Case
355,2024-08-23,REP06,Frank Miller,North America,Hutchinsonfurt Territory,Consulting,CUST0355,Large,300176.74,0.051,15309.01,232712.39,91.6,Q1,2024,Closed Won,8,Best Case
356,2025-04-19,REP07,Alice Johnson,APAC,Pamelaton Territory,Services,CUST0356,Medium,465364.09,0.036,16753.11,464528.76,13.9,Q4,2025,Proposal,,Best Case
357,2024-09-26,REP08,Henry Wilson,Latin America,New Heather Territory,Services,CUST0357,Large,474587.59,0.025,11864.69,438496.06,42.8,Q3,2024,Negotiation,,Omitted
358,2025-05-23,REP09,Grace Lee,APAC,Leonardview Territory,Consulting,CUST0358,Enterprise,88545.44,0.061,5401.27,100994.6,79.4,Q3,2025,Negotiation,,Pipeline
359,2024-12-23,REP10,Henry Wilson,Latin America,Michelleberg Territory,Services,CUST0359,Small,324622.21,0.056,18178.84,385086.28,34.7,Q3,2024,Proposal,,Best Case
360,2025-07-17,REP01,Grace Lee,North America,Port Gabriela Territory,Services,CUST0360,Medium,349122.98,0.034,11870.18,282635.94,110.9,Q2,2025,Closed Won,43,Pipeline
361,2024-02-08,REP02,Diana Prince,Latin America,Christinefurt Territory,Services,CUST0361,Medium,102492.34,0.098,10044.25,73832.17,30.3,Q3,2024,Proposal,,Best Case
362,2025-11-08,REP03,Jack Taylor,APAC,North William Territory,Cloud Platform,CUST0362,Medium,287163.34,0.027,7753.41,292797.14,124.7,Q2,2025,Closed Won,99,Pipeline
363,2025-11-26,REP04,Grace Lee,South Asia,Jamesfort Territory,Cloud Platform,CUST0363,Enterprise,313002.17,0.089,27857.19,321951.17,90.1,Q3,2025,Closed Won,134,Best Case
364,2025-01-30,REP05,Jack Taylor,North America,New Marcusshire Territory,Cloud Platform,CUST0364,Large,229774.21,0.077,17692.61,238267.07,0.0,Q2,2025,Qualification,,Upside
365,2024-02-19,REP06,Charlie Brown,North America,Garyview Territory,Hardware,CUST0365,Large,100825.09,0.075,7561.88,72405.84,0.0,Q2,2024,Qualification,,Pipeline
366,2024-04-11,REP07,Iris Chen,South Asia,Abigailhaven Territory,Hardware,CUST0366,Medium,208111.04,0.033,6867.66,215949.4,69.4,Q4,2024,Negotiation,,Upside
367,2025-07-18,REP08,Alice Johnson,EMEA,New Amy Territory,Services,CUST0367,Medium,127875.02,0.035,4475.63,105463.96,10.2,Q3,2025,Proposal,,Omitted
368,2024-06-22,REP09,Grace Lee,APAC,New Amanda Territory,Software,CUST0368,Small,157094.2,0.069,10839.5,180182.21,21.2,Q1,2024,Proposal,,Upside
369,2024-02-06,REP10,Frank Miller,South Asia,East Brandon Territory,Services,CUST0369,Enterprise,437964.29,0.042,18394.5,537007.91,49.4,Q2,2024,Negotiation,,Commit
370,2025-12-30,REP01,Eve Davis,APAC,East Timothyview Territory,Cloud Platform,CUST0370,Medium,279008.77,0.044,12276.39,304365.32,77.2,Q1,2025,Negotiation,,Best Case
371,2025-08-11,REP02,Henry Wilson,Latin America,North Mary Territory,Software,CUST0371,Small,54713.19,0.098,5361.89,39143.84,103.4,Q4,2025,Closed Won,76,Pipeline
372,2024-02-09,REP03,Charlie Brown,Latin America,Morganstad Territory,Software,CUST0372,Small,485681.93,0.052,25255.46,429336.92,0.0,Q1,2024,Qualification,,Best Case
373,2025-07-08,REP04,Charlie Brown,Latin America,East Maureenshire Territory,Consulting,CUST0373,Enterprise,328345.38,0.076,24954.25,474585.11,55.3,Q2,2025,Negotiation,,Best Case
374,2024-06-26,REP05,Bob Smith,EMEA,Diazshire Territory,Software,CUST0374,Small,451013.43,0.063,28413.85,538686.76,10.3,Q4,2024,Proposal,,Upside
375,2024-05-28,REP06,Alice Johnson,Latin America,Allisonfort Territory,Hardware,CUST0375,Enterprise,354157.92,0.041,14520.47,361525.74,0.0,Q4,2024,Closed Lost,,Upside
376,2024-09-06,REP07,Iris Chen,APAC,Jacquelinehaven Territory,Hardware,CUST0376,Large,375687.74,0.09,33811.9,339562.17,33.5,Q3,2024,Proposal,,Omitted
377,2024-02-07,REP08,Diana Prince,APAC,Daniellemouth Territory,Services,CUST0377,Large,331101.5,0.027,8939.74,459385.99,33.0,Q3,2024,Proposal,,Upside
378,2024-06-03,REP09,Diana Prince,EMEA,Churchfurt Territory,Consulting,CUST0378,Enterprise,387056.1,0.079,30577.43,551283.54,68.4,Q2,2024,Negotiation,,Commit
379,2025-11-12,REP10,Diana Prince,EMEA,East Michaelborough Territory,Software,CUST0379,Medium,420643.95,0.08,33651.52,519505.38,103.9,Q4,2025,Closed Won,27,Upside
380,2025-04-06,REP01,Henry Wilson,North America,East Heather Territory,Consulting,CUST0380,Medium,43436.33,0.086,3735.52,41409.06,0.0,Q2,2025,Qualification,,Commit
381,2024-06-04,REP02,Alice Johnson,North America,Dennisberg Territory,Software,CUST0381,Enterprise,273330.61,0.095,25966.41,389300.68,0.0,Q3,2024,Closed Lost,,Upside
382,2024-11-10,REP03,Henry Wilson,South Asia,New Andre Territory,Services,CUST0382,Large,472417.94,0.068,32124.42,627177.38,40.0,Q4,2024,Proposal,,Omitted
383,2025-06-03,REP04,Diana Prince,EMEA,Scottland Territory,Cloud Platform,CUST0383,Medium,432509.11,0.085,36763.27,553045.81,62.3,Q3,2025,Negotiation,,Upside
384,2024-06-19,REP05,Bob Smith,South Asia,Barbaraview Territory,Cloud Platform,CUST0384,Medium,143165.24,0.097,13887.03,195024.81,0.0,Q1,2024,Qualification,,Omitted
385,2024-11-01,REP06,Eve Davis,North America,East Destinybury Territory,Services,CUST0385,Large,387616.59,0.051,19768.45,300486.62,0.0,Q4,2024,Qualification,,Pipeline
386,2025-09-27,REP07,Diana Prince,Latin America,New Matthewmouth Territory,Services,CUST0386,Small,317081.15,0.06,19024.87,405246.09,95.6,Q2,2025,Closed Won,135,Commit
387,2024-06-26,REP08,Grace Lee,EMEA,Kennedyfort Territory,Consulting,CUST0387,Small,293221.18,0.097,28442.45,267240.2,95.0,Q1,2024,Closed Won,93,Commit
388,2025-06-25,REP09,Bob Smith,North America,Sharpfurt Territory,Services,CUST0388,Enterprise,418314.0,0.099,41413.09,329376.57,123.8,Q4,2025,Closed Won,33,Pipeline
389,2025-01-14,REP10,Bob Smith,EMEA,Boyleview Territory,Services,CUST0389,Enterprise,306340.37,0.084,25732.59,455312.68,34.3,Q1,2025,Proposal,,Upside
390,2024-11-20,REP01,Jack Taylor,North America,New Thomasmouth Territory,Software,CUST0390,Medium,51265.37,0.043,2204.41,43006.78,18.7,Q2,2024,Proposal,,Best Case
391,2024-10-11,REP02,Alice Johnson,EMEA,Russobury Territory,Hardware,CUST0391,Enterprise,179484.59,0.045,8076.81,263689.34,26.1,Q1,2024,Proposal,,Best Case
392,2025-06-15,REP03,Grace Lee,APAC,Smithburgh Territory,Software,CUST0392,Medium,227664.37,0.075,17074.83,167325.69,112.8,Q1,2025,Closed Won,154,Upside
393,2024-03-12,REP04,Bob Smith,North America,Perryburgh Territory,Consulting,CUST0393,Enterprise,233252.41,0.078,18193.69,209401.74,0.0,Q2,2024,Qualification,,Pipeline
394,2024-09-02,REP05,Henry Wilson,EMEA,Johnsonmouth Territory,Consulting,CUST0394,Medium,407747.88,0.064,26095.86,516081.94,54.2,Q3,2024,Negotiation,,Best Case
395,2025-06-23,REP06,Jack Taylor,Latin America,Mitchellport Territory,Cloud Platform,CUST0395,Medium,238796.2,0.025,5969.91,339411.54,0.0,Q2,2025,Qualification,,Commit
396,2025-07-13,REP07,Alice Johnson,EMEA,Melissashire Territory,Services,CUST0396,Large,339062.27,0.09,30515.6,261340.85,131.5,Q3,2025,Closed Won,97,Upside
397,2025-06-14,REP08,Charlie Brown,North America,New George Territory,Software,CUST0397,Large,432281.15,0.08,34582.49,360823.09,134.9,Q1,2025,Closed Won,43,Pipeline
398,2024-07-26,REP09,Alice Johnson,South Asia,Matthewburgh Territory,Cloud Platform,CUST0398,Large,234715.6,0.086,20185.54,258405.53,14.2,Q2,2024,Proposal,,Best Case
399,2024-06-04,REP10,Charlie Brown,South Asia,South Denisemouth Territory,Hardware,CUST0399,Medium,365893.69,0.044,16099.32,321337.48,34.9,Q4,2024,Proposal,,Commit
400,2025-04-21,REP01,Jack Taylor,South Asia,South Patriciaburgh Territory,Services,CUST0400,Small,273503.35,0.047,12854.66,379516.9,0.0,Q1,2025,Qualification,,Best Case
401,2024-03-27,REP02,Eve Davis,South Asia,Emilyberg Territory,Consulting,CUST0401,Medium,123515.45,0.026,3211.4,93542.64,18.5,Q4,2024,Proposal,,Omitted
402,2025-09-06,REP03,Alice Johnson,North America,Lake Timothy Territory,Cloud Platform,CUST0402,Small,55894.35,0.076,4247.97,54446.82,39.6,Q4,2025,Proposal,,Upside
403,2025-11-20,REP04,Henry Wilson,North America,Thompsonmouth Territory,Cloud Platform,CUST0403,Enterprise,40131.28,0.039,1565.12,55456.24,16.2,Q1,2025,Proposal,,Pipeline
404,2025-04-19,REP05,Frank Miller,APAC,East Sabrina Territory,Consulting,CUST0404,Enterprise,311006.14,0.04,12440.25,279577.55,121.8,Q4,2025,Closed Won,19,Commit
405,2025-02-25,REP06,Diana Prince,North America,Lake Jacob Territory,Cloud Platform,CUST0405,Large,431648.84,0.027,11654.52,359277.49,0.0,Q1,2025,Prospecting,,Commit
406,2024-11-11,REP07,Iris Chen,APAC,New Jeffrey Territory,Software,CUST0406,Large,204663.55,0.035,7163.22,291353.88,91.7,Q2,2024,Closed Won,148,Omitted
407,2025-09-09,REP08,Diana Prince,Latin America,Alexanderstad Territory,Cloud Platform,CUST0407,Large,154715.8,0.024,3713.18,202274.95,0.0,Q1,2025,Qualification,,Best Case
408,2025-03-12,REP09,Charlie Brown,EMEA,West Brittany Territory,Hardware,CUST0408,Medium,473817.04,0.046,21795.58,370614.79,24.3,Q4,2025,Proposal,,Commit
409,2025-05-09,REP10,Henry Wilson,South Asia,Dylanmouth Territory,Services,CUST0409,Small,451609.35,0.095,42902.89,548029.77,30.8,Q1,2025,Proposal,,Upside
410,2024-09-29,REP01,Jack Taylor,Latin America,North Crystalport Territory,Hardware,CUST0410,Enterprise,472637.76,0.039,18432.87,704694.72,0.0,Q2,2024,Qualification,,Omitted
411,2025-09-05,REP02,Diana Prince,APAC,East Walter Territory,Software,CUST0411,Medium,352548.62,0.053,18685.08,328374.54,0.0,Q3,2025,Closed Lost,,Omitted
412,2025-01-23,REP03,Iris Chen,South Asia,Amberport Territory,Services,CUST0412,Medium,189902.48,0.096,18230.64,261127.06,65.9,Q4,2025,Negotiation,,Omitted
413,2024-09-18,REP04,Henry Wilson,South Asia,Edwardville Territory,Services,CUST0413,Enterprise,427932.95,0.035,14977.65,427130.49,38.3,Q2,2024,Proposal,,Commit
414,2024-09-08,REP05,Charlie Brown,EMEA,West Keithborough Territory,Services,CUST0414,Small,108902.76,0.052,5662.94,94957.89,136.7,Q3,2024,Closed Won,122,Best Case
415,2025-11-26,REP06,Diana Prince,EMEA,North Ashleyberg Territory,Consulting,CUST0415,Medium,468316.39,0.071,33250.46,693087.43,13.8,Q2,2025,Proposal,,Upside
416,2024-09-06,REP07,Alice Johnson,North America,New Ashleymouth Territory,Software,CUST0416,Medium,49083.64,0.027,1325.26,37480.35,96.5,Q2,2024,Closed Won,39,Best Case
417,2025-01-05,REP08,Iris Chen,EMEA,New Davidview Territory,Software,CUST0417,Large,411383.43,0.027,11107.35,429785.29,67.4,Q4,2025,Negotiation,,Best Case
418,2025-02-13,REP09,Alice Johnson,EMEA,Ibarraport Territory,Consulting,CUST0418,Enterprise,424345.84,0.098,41585.89,495198.64,0.0,Q1,2025,Prospecting,,Best Case
419,2024-11-24,REP10,Jack Taylor,EMEA,Harrellberg Territory,Services,CUST0419,Medium,297034.17,0.081,24059.77,375287.28,0.0,Q3,2024,Qualification,,Pipeline
420,2025-04-17,REP01,Henry Wilson,North America,East Kelsey Territory,Hardware,CUST0420,Small,237045.6,0.031,7348.41,202392.01,0.0,Q1,2025,Prospecting,,Upside
421,2025-07-10,REP02,Jack Taylor,Latin America,West Adam Territory,Consulting,CUST0421,Enterprise,388897.4,0.073,28389.51,434055.6,0.0,Q4,2025,Qualification,,Omitted
422,2025-02-10,REP03,Frank Miller,Latin America,Cynthiaton Territory,Consulting,CUST0422,Medium,457468.95,0.047,21501.04,623721.83,0.0,Q2,2025,Qualification,,Commit
423,2025-01-01,REP04,Alice Johnson,EMEA,New Terry Territory,Consulting,CUST0423,Medium,124887.86,0.068,8492.37,121401.45,45.8,Q1,2025,Negotiation,,Upside
424,2024-09-28,REP05,Diana Prince,Latin America,Thorntonmouth Territory,Software,CUST0424,Medium,152151.13,0.051,7759.71,219616.86,65.6,Q4,2024,Negotiation,,Upside
425,2024-02-21,REP06,Iris Chen,Latin America,Murraystad Territory,Services,CUST0425,Large,434258.72,0.073,31700.89,342476.05,75.9,Q2,2024,Negotiation,,Pipeline
426,2025-03-27,REP07,Charlie Brown,Latin America,Port Anthonyton Territory,Consulting,CUST0426,Large,396894.19,0.081,32148.43,590892.72,0.0,Q1,2025,Prospecting,,Best Case
427,2025-12-30,REP08,Grace Lee,EMEA,Harrismouth Territory,Consulting,CUST0427,Large,326680.8,0.024,7840.34,403845.27,0.0,Q2,2025,Qualification,,Upside
428,2025-11-06,REP09,Henry Wilson,Latin America,North Juliafort Territory,Consulting,CUST0428,Small,442631.97,0.074,32754.77,594759.41,61.2,Q3,2025,Negotiation,,Omitted
429,2024-08-13,REP10,Charlie Brown,North America,West Anthonyburgh Territory,Software,CUST0429,Enterprise,418508.75,0.056,23436.49,625824.99,72.0,Q1,2024,Negotiation,,Omitted
430,2025-02-17,REP01,Bob Smith,North America,Jonesfort Territory,Software,CUST0430,Medium,429568.58,0.092,39520.31,339530.12,111.9,Q3,2025,Closed Won,51,Upside
431,2025-08-08,REP02,Alice Johnson,South Asia,Anneborough Territory,Software,CUST0431,Enterprise,92316.84,0.027,2492.55,75159.81,0.0,Q4,2025,Prospecting,,Best Case
432,2024-10-06,REP03,Henry Wilson,Latin America,Browningbury Territory,Cloud Platform,CUST0432,Small,84515.8,0.045,3803.21,104241.94,0.0,Q2,2024,Prospecting,,Pipeline
433,2025-10-15,REP04,Frank Miller,North America,East Lucasfurt Territory,Hardware,CUST0433,Enterprise,276840.33,0.06,16610.42,386951.23,82.2,Q3,2025,Closed Won,64,Omitted
434,2025-09-28,REP05,Alice Johnson,South Asia,East Kelly Territory,Software,CUST0434,Large,61058.63,0.05,3052.93,56963.47,0.0,Q2,2025,Qualification,,Best Case
435,2024-06-09,REP06,Grace Lee,North America,Rodgersmouth Territory,Software,CUST0435,Medium,58804.01,0.08,4704.32,76746.16,0.0,Q4,2024,Qualification,,Best Case
436,2025-09-23,REP07,Alice Johnson,APAC,Mooreview Territory,Cloud Platform,CUST0436,Medium,345945.72,0.026,8994.59,275147.66,0.0,Q3,2025,Prospecting,,Commit
437,2024-06-21,REP08,Eve Davis,North America,Port Michaelfurt Territory,Services,CUST0437,Medium,127492.77,0.062,7904.55,114308.14,99.1,Q2,2024,Closed Won,180,Pipeline
438,2025-10-17,REP09,Eve Davis,EMEA,Richardsonville Territory,Consulting,CUST0438,Medium,89154.28,0.037,3298.71,102987.04,0.0,Q3,2025,Closed Lost,,Pipeline
439,2025-09-15,REP10,Bob Smith,APAC,Parkermouth Territory,Hardware,CUST0439,Small,442578.33,0.071,31423.06,599125.77,62.7,Q2,2025,Negotiation,,Commit
440,2024-04-28,REP01,Diana Prince,South Asia,Lopezstad Territory,Consulting,CUST0440,Medium,375733.97,0.09,33816.06,414204.17,10.4,Q4,2024,Proposal,,Omitted
441,2025-01-22,REP02,Grace Lee,APAC,East Melissa Territory,Consulting,CUST0441,Medium,30943.42,0.02,618.87,26852.79,0.0,Q3,2025,Qualification,,Best Case
442,2024-10-19,REP03,Diana Prince,South Asia,Cherryborough Territory,Software,CUST0442,Large,220784.75,0.036,7948.25,219170.9,65.1,Q1,2024,Negotiation,,Best Case
443,2024-05-04,REP04,Henry Wilson,South Asia,Beasleyborough Territory,Services,CUST0443,Medium,442298.04,0.096,42460.61,572349.27,125.8,Q3,2024,Closed Won,180,Pipeline
444,2025-08-08,REP05,Diana Prince,North America,North Danaburgh Territory,Consulting,CUST0444,Enterprise,214797.87,0.067,14391.46,199176.74,0.0,Q1,2025,Prospecting,,Commit
445,2025-01-20,REP06,Iris Chen,Latin America,Lake Lindachester Territory,Hardware,CUST0445,Small,51529.33,0.054,2782.58,40606.75,73.2,Q2,2025,Negotiation,,Best Case
446,2024-12-05,REP07,Bob Smith,EMEA,Muellermouth Territory,Software,CUST0446,Enterprise,178064.84,0.021,3739.36,191361.76,118.9,Q4,2024,Closed Won,45,Pipeline
447,2025-09-15,REP08,Bob Smith,South Asia,Kinghaven Territory,Hardware,CUST0447,Large,216940.83,0.061,13233.39,311300.92,109.2,Q4,2025,Closed Won,38,Upside
448,2025-11-22,REP09,Jack Taylor,EMEA,South Samantha Territory,Consulting,CUST0448,Medium,273363.8,0.046,12574.73,197134.46,101.1,Q4,2025,Closed Won,47,Best Case
449,2024-12-12,REP10,Jack Taylor,Latin America,Justinside Territory,Cloud Platform,CUST0449,Enterprise,95626.14,0.054,5163.81,102349.23,99.4,Q4,2024,Closed Won,132,Omitted
450,2024-05-31,REP01,Eve Davis,South Asia,New Nataliefort Territory,Services,CUST0450,Medium,203371.47,0.056,11388.8,166644.92,25.1,Q2,2024,Proposal,,Commit
451,2024-03-01,REP02,Jack Taylor,APAC,Port Melanie Territory,Services,CUST0451,Small,40603.3,0.089,3613.69,51234.09,44.8,Q4,2024,Negotiation,,Upside
452,2024-07-16,REP03,Henry Wilson,Latin America,Parksfurt Territory,Hardware,CUST0452,Medium,445396.83,0.029,12916.51,471972.45,0.0,Q4,2024,Closed Lost,,Upside
453,2025-06-02,REP04,Bob Smith,South Asia,Donaldview Territory,Cloud Platform,CUST0453,Enterprise,281054.48,0.078,21922.25,373302.95,20.4,Q4,2025,Proposal,,Upside
454,2024-01-11,REP05,Diana Prince,APAC,Blackwellstad Territory,Cloud Platform,CUST0454,Small,64387.94,0.064,4120.83,67355.91,0.0,Q1,2024,Qualification,,Pipeline
455,2024-01-25,REP06,Henry Wilson,EMEA,New Maryview Territory,Hardware,CUST0455,Medium,197917.45,0.069,13656.3,147887.08,89.0,Q3,2024,Closed Won,76,Best Case
456,2025-06-01,REP07,Grace Lee,South Asia,Amandamouth Territory,Hardware,CUST0456,Medium,69080.13,0.059,4075.73,87951.05,0.0,Q3,2025,Prospecting,,Commit
